"InstallKey","ComponentSerial","ComponentCode","TailNumber","BaseCode","LeadTimeFlightHours","IsFailure","RemovedDate","Alerted","AlertDate","AlertVibRatio","LeadTimeGivenFlightHours","LeadTimeGivenStressHours","TruePositive","ActionableTruePositive","LateTruePositive","FalsePositive","FalseNegative","TrueNegative"
"786","MOTOR-ESC-00221","MOTOR-ESC","MU-016","PORT","12.0","0","3/20/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"825","MOTOR-ESC-00223","MOTOR-ESC","MU-017","COASTAL","12.0","1","5/13/2025 12:00:00 AM","1","4/23/2025 12:00:00 AM","3.4249","8.2667","10.7153","1","0","1","0","0","0"
"826","MOTOR-ESC-00224","MOTOR-ESC","MU-017","COASTAL","12.0","0","3/14/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"828","MOTOR-ESC-00226","MOTOR-ESC","MU-017","COASTAL","12.0","0","7/16/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"830","MOTOR-ESC-00228","MOTOR-ESC","MU-017","COASTAL","12.0","1","5/28/2025 12:00:00 AM","1","5/20/2025 12:00:00 AM","3.5290","9.1000","9.6862","1","0","1","0","0","0"
"832","MOTOR-ESC-00230","MOTOR-ESC","MU-017","COASTAL","12.0","0","7/16/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"869","MOTOR-ESC-00232","MOTOR-ESC","MU-018","HIGHLND","12.0","1","10/17/2024 12:00:00 AM","1","10/9/2024 12:00:00 AM","3.5102","9.5999","22.2123","1","0","1","0","0","0"
"870","MOTOR-ESC-00233","MOTOR-ESC","MU-018","HIGHLND","12.0","0","9/4/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"871","MOTOR-ESC-00234","MOTOR-ESC","MU-018","HIGHLND","12.0","0","7/31/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"873","MOTOR-ESC-00236","MOTOR-ESC","MU-018","HIGHLND","12.0","1","6/8/2024 12:00:00 AM","1","6/6/2024 12:00:00 AM","3.4604","1.2833","2.5550","1","0","1","0","0","0"
"874","MOTOR-ESC-00237","MOTOR-ESC","MU-018","HIGHLND","12.0","0","5/1/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"875","MOTOR-ESC-00238","MOTOR-ESC","MU-018","HIGHLND","12.0","0","3/16/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"877","MOTOR-ESC-00240","MOTOR-ESC","MU-018","HIGHLND","12.0","0","11/27/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"878","MOTOR-ESC-00241","MOTOR-ESC","MU-018","HIGHLND","12.0","1","1/24/2025 12:00:00 AM","1","1/23/2025 12:00:00 AM","3.6171","1.9167","3.8856","1","0","1","0","0","0"
"879","MOTOR-ESC-00242","MOTOR-ESC","MU-018","HIGHLND","12.0","1","10/18/2025 12:00:00 AM","1","10/7/2025 12:00:00 AM","3.5280","8.8333","18.2775","1","0","1","0","0","0"
"880","MOTOR-ESC-00243","MOTOR-ESC","MU-018","HIGHLND","12.0","1","3/27/2026 12:00:00 AM","1","3/18/2026 12:00:00 AM","3.7290","5.6501","9.6600","1","0","1","0","0","0"
"882","MOTOR-ESC-00245","MOTOR-ESC","MU-018","HIGHLND","12.0","0","11/27/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"883","MOTOR-ESC-00246","MOTOR-ESC","MU-018","HIGHLND","12.0","1","3/29/2025 12:00:00 AM","1","3/22/2025 12:00:00 AM","3.7079","5.5333","9.5849","1","0","1","0","0","0"
"884","MOTOR-ESC-00247","MOTOR-ESC","MU-018","HIGHLND","12.0","0","2/18/2026 12:00:00 AM","1","2/13/2026 12:00:00 AM","3.4953","3.2333","8.2442","0","0","0","1","0","0"
"885","MOTOR-ESC-00248","MOTOR-ESC","MU-018","HIGHLND","12.0","1","5/18/2026 12:00:00 AM","1","5/15/2026 12:00:00 AM","3.4245","1.0167","2.2054","1","0","1","0","0","0"
"935","MOTOR-ESC-00250","MOTOR-ESC","MU-019","PORT","12.0","0","11/12/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"936","MOTOR-ESC-00251","MOTOR-ESC","MU-019","PORT","12.0","0","8/26/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"937","MOTOR-ESC-00252","MOTOR-ESC","MU-019","PORT","12.0","0","5/23/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"939","MOTOR-ESC-00254","MOTOR-ESC","MU-019","PORT","12.0","0","11/12/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"940","MOTOR-ESC-00255","MOTOR-ESC","MU-019","PORT","12.0","0","8/26/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"941","MOTOR-ESC-00256","MOTOR-ESC","MU-019","PORT","12.0","0","5/23/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"943","MOTOR-ESC-00258","MOTOR-ESC","MU-019","PORT","12.0","0","11/12/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"944","MOTOR-ESC-00259","MOTOR-ESC","MU-019","PORT","12.0","1","8/26/2025 12:00:00 AM","1","8/9/2025 12:00:00 AM","3.4256","16.7333","30.5036","1","1","0","0","0","0"
"945","MOTOR-ESC-00260","MOTOR-ESC","MU-019","PORT","12.0","1","4/8/2026 12:00:00 AM","1","4/3/2026 12:00:00 AM","3.7292","4.4167","7.2228","1","0","1","0","0","0"
"947","MOTOR-ESC-00262","MOTOR-ESC","MU-019","PORT","12.0","0","11/12/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"948","MOTOR-ESC-00263","MOTOR-ESC","MU-019","PORT","12.0","1","4/12/2025 12:00:00 AM","1","4/5/2025 12:00:00 AM","3.5867","6.8500","15.3776","1","0","1","0","0","0"
"949","MOTOR-ESC-00264","MOTOR-ESC","MU-019","PORT","12.0","1","1/6/2026 12:00:00 AM","1","12/17/2025 12:00:00 AM","3.4368","15.7666","31.4167","1","1","0","0","0","0"
"950","MOTOR-ESC-00265","MOTOR-ESC","MU-019","PORT","12.0","1","7/10/2026 12:00:00 AM","1","6/23/2026 12:00:00 AM","3.4198","10.0000","21.0158","1","0","1","0","0","0"
"994","MOTOR-ESC-00267","MOTOR-ESC","MU-020","HIGHLND","12.0","1","9/2/2024 12:00:00 AM","1","8/28/2024 12:00:00 AM","3.5948","3.6333","8.3151","1","0","1","0","0","0"
"995","MOTOR-ESC-00268","MOTOR-ESC","MU-020","HIGHLND","12.0","1","1/31/2025 12:00:00 AM","1","1/25/2025 12:00:00 AM","3.4910","3.9500","8.9821","1","0","1","0","0","0"
"996","MOTOR-ESC-00269","MOTOR-ESC","MU-020","HIGHLND","12.0","1","11/15/2025 12:00:00 AM","1","10/18/2025 12:00:00 AM","3.4464","12.3334","26.4487","1","1","0","0","0","0"
"997","MOTOR-ESC-00270","MOTOR-ESC","MU-020","HIGHLND","12.0","0","9/19/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"999","MOTOR-ESC-00272","MOTOR-ESC","MU-020","HIGHLND","12.0","0","3/11/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1000","MOTOR-ESC-00273","MOTOR-ESC","MU-020","HIGHLND","12.0","0","2/2/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1002","MOTOR-ESC-00275","MOTOR-ESC","MU-020","HIGHLND","12.0","0","3/11/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1003","MOTOR-ESC-00276","MOTOR-ESC","MU-020","HIGHLND","12.0","0","2/2/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1004","MOTOR-ESC-00277","MOTOR-ESC","MU-020","HIGHLND","12.0","1","9/11/2026 12:00:00 AM","1","9/3/2026 12:00:00 AM","3.5563","7.6832","17.1943","1","0","1","0","0","0"
"1006","MOTOR-ESC-00279","MOTOR-ESC","MU-020","HIGHLND","12.0","0","3/11/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1007","MOTOR-ESC-00280","MOTOR-ESC","MU-020","HIGHLND","12.0","1","8/14/2025 12:00:00 AM","1","8/11/2025 12:00:00 AM","3.9418","2.2167","5.5364","1","0","1","0","0","0"
"1008","MOTOR-ESC-00281","MOTOR-ESC","MU-020","HIGHLND","12.0","0","6/12/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1043","MOTOR-ESC-00283","MOTOR-ESC","MU-021","ACADEMY","12.0","0","6/27/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1045","MOTOR-ESC-00285","MOTOR-ESC","MU-021","ACADEMY","12.0","0","6/27/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1047","MOTOR-ESC-00287","MOTOR-ESC","MU-021","ACADEMY","12.0","0","6/27/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1049","MOTOR-ESC-00289","MOTOR-ESC","MU-021","ACADEMY","12.0","1","11/16/2024 12:00:00 AM","1","10/29/2024 12:00:00 AM","3.4692","8.0001","14.3239","1","0","1","0","0","0"
"1050","MOTOR-ESC-00290","MOTOR-ESC","MU-021","ACADEMY","12.0","1","10/6/2025 12:00:00 AM","1","9/13/2025 12:00:00 AM","3.4797","8.0000","12.5549","1","0","1","0","0","0"
"1051","MOTOR-ESC-00291","MOTOR-ESC","MU-021","ACADEMY","12.0","1","4/27/2026 12:00:00 AM","1","4/22/2026 12:00:00 AM","3.5300","3.5000","7.7163","1","0","1","0","0","0"
"1084","MOTOR-ESC-00293","MOTOR-ESC","MU-022","COASTAL","12.0","1","1/8/2025 12:00:00 AM","1","12/18/2024 12:00:00 AM","3.5751","9.7000","12.2239","1","0","1","0","0","0"
"1085","MOTOR-ESC-00294","MOTOR-ESC","MU-022","COASTAL","12.0","0","11/18/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1087","MOTOR-ESC-00296","MOTOR-ESC","MU-022","COASTAL","12.0","0","1/24/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1088","MOTOR-ESC-00297","MOTOR-ESC","MU-022","COASTAL","12.0","0","12/4/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1090","MOTOR-ESC-00299","MOTOR-ESC","MU-022","COASTAL","12.0","0","1/24/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1091","MOTOR-ESC-00300","MOTOR-ESC","MU-022","COASTAL","12.0","0","12/4/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1093","MOTOR-ESC-00302","MOTOR-ESC","MU-022","COASTAL","12.0","0","1/24/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1094","MOTOR-ESC-00303","MOTOR-ESC","MU-022","COASTAL","12.0","0","12/4/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1131","MOTOR-ESC-00305","MOTOR-ESC","MU-023","COASTAL","12.0","1","10/25/2024 12:00:00 AM","1","9/30/2024 12:00:00 AM","3.4066","10.3333","13.7793","1","0","1","0","0","0"
"1132","MOTOR-ESC-00306","MOTOR-ESC","MU-023","COASTAL","12.0","0","9/27/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1133","MOTOR-ESC-00307","MOTOR-ESC","MU-023","COASTAL","12.0","1","5/26/2026 12:00:00 AM","1","5/18/2026 12:00:00 AM","3.6691","6.3667","6.5067","1","0","1","0","0","0"
"1135","MOTOR-ESC-00309","MOTOR-ESC","MU-023","COASTAL","12.0","0","11/19/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1136","MOTOR-ESC-00310","MOTOR-ESC","MU-023","COASTAL","12.0","1","6/25/2025 12:00:00 AM","1","6/12/2025 12:00:00 AM","3.5514","10.6834","10.8234","1","0","1","0","0","0"
"1137","MOTOR-ESC-00311","MOTOR-ESC","MU-023","COASTAL","12.0","0","6/11/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1139","MOTOR-ESC-00313","MOTOR-ESC","MU-023","COASTAL","12.0","0","11/19/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1140","MOTOR-ESC-00314","MOTOR-ESC","MU-023","COASTAL","12.0","0","10/29/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1142","MOTOR-ESC-00316","MOTOR-ESC","MU-023","COASTAL","12.0","0","11/19/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1143","MOTOR-ESC-00317","MOTOR-ESC","MU-023","COASTAL","12.0","0","10/29/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1183","MOTOR-ESC-00319","MOTOR-ESC","MU-024","COASTAL","12.0","0","12/31/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1184","MOTOR-ESC-00320","MOTOR-ESC","MU-024","COASTAL","12.0","0","11/6/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1185","MOTOR-ESC-00321","MOTOR-ESC","MU-024","COASTAL","12.0","0","9/29/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1187","MOTOR-ESC-00323","MOTOR-ESC","MU-024","COASTAL","12.0","0","12/31/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1188","MOTOR-ESC-00324","MOTOR-ESC","MU-024","COASTAL","12.0","0","11/6/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1189","MOTOR-ESC-00325","MOTOR-ESC","MU-024","COASTAL","12.0","0","9/29/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1191","MOTOR-ESC-00327","MOTOR-ESC","MU-024","COASTAL","12.0","0","12/31/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1192","MOTOR-ESC-00328","MOTOR-ESC","MU-024","COASTAL","12.0","0","11/6/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1193","MOTOR-ESC-00329","MOTOR-ESC","MU-024","COASTAL","12.0","0","9/29/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1195","MOTOR-ESC-00331","MOTOR-ESC","MU-024","COASTAL","12.0","0","12/31/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1196","MOTOR-ESC-00332","MOTOR-ESC","MU-024","COASTAL","12.0","0","11/6/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1197","MOTOR-ESC-00333","MOTOR-ESC","MU-024","COASTAL","12.0","0","9/29/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1243","MOTOR-ESC-00335","MOTOR-ESC","MU-025","HIGHLND","12.0","0","11/16/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1244","MOTOR-ESC-00336","MOTOR-ESC","MU-025","HIGHLND","12.0","0","9/29/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1245","MOTOR-ESC-00337","MOTOR-ESC","MU-025","HIGHLND","12.0","1","10/15/2025 12:00:00 AM","0","","","","","0","0","0","0","1","0"
"1246","MOTOR-ESC-00338","MOTOR-ESC","MU-025","HIGHLND","12.0","1","7/31/2026 12:00:00 AM","1","7/15/2026 12:00:00 AM","3.4576","13.1835","26.8985","1","1","0","0","0","0"
"1248","MOTOR-ESC-00340","MOTOR-ESC","MU-025","HIGHLND","12.0","0","11/16/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1249","MOTOR-ESC-00341","MOTOR-ESC","MU-025","HIGHLND","12.0","0","9/29/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1250","MOTOR-ESC-00342","MOTOR-ESC","MU-025","HIGHLND","12.0","1","7/14/2026 12:00:00 AM","1","6/15/2026 12:00:00 AM","3.5360","13.9000","25.9209","1","1","0","0","0","0"
"1252","MOTOR-ESC-00344","MOTOR-ESC","MU-025","HIGHLND","12.0","1","5/4/2024 12:00:00 AM","1","4/25/2024 12:00:00 AM","3.4096","4.7334","11.3589","1","0","1","0","0","0"
"1253","MOTOR-ESC-00345","MOTOR-ESC","MU-025","HIGHLND","12.0","1","9/4/2024 12:00:00 AM","1","8/29/2024 12:00:00 AM","3.5069","2.0333","5.0852","1","0","1","0","0","0"
"1254","MOTOR-ESC-00346","MOTOR-ESC","MU-025","HIGHLND","12.0","0","7/28/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1255","MOTOR-ESC-00347","MOTOR-ESC","MU-025","HIGHLND","12.0","0","6/2/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1257","MOTOR-ESC-00349","MOTOR-ESC","MU-025","HIGHLND","12.0","0","11/16/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1258","MOTOR-ESC-00350","MOTOR-ESC","MU-025","HIGHLND","12.0","0","9/29/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1259","MOTOR-ESC-00351","MOTOR-ESC","MU-025","HIGHLND","12.0","0","8/26/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1298","MOTOR-ESC-00353","MOTOR-ESC","MU-026","ACADEMY","12.0","1","5/9/2025 12:00:00 AM","1","4/19/2025 12:00:00 AM","3.5153","6.7500","13.5493","1","0","1","0","0","0"
"1299","MOTOR-ESC-00354","MOTOR-ESC","MU-026","ACADEMY","12.0","0","8/26/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1301","MOTOR-ESC-00356","MOTOR-ESC","MU-026","ACADEMY","12.0","1","9/29/2025 12:00:00 AM","1","9/1/2025 12:00:00 AM","3.5967","11.1832","18.1284","1","0","1","0","0","0"
"1303","MOTOR-ESC-00358","MOTOR-ESC","MU-026","ACADEMY","12.0","0","11/27/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1304","MOTOR-ESC-00359","MOTOR-ESC","MU-026","ACADEMY","12.0","1","9/23/2026 12:00:00 AM","1","8/29/2026 12:00:00 AM","3.4437","8.1167","15.2747","1","0","1","0","0","0"
"1306","MOTOR-ESC-00361","MOTOR-ESC","MU-026","ACADEMY","12.0","0","11/27/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1340","MOTOR-ESC-00363","MOTOR-ESC","MU-027","HIGHLND","12.0","0","7/5/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1341","MOTOR-ESC-00364","MOTOR-ESC","MU-027","HIGHLND","12.0","0","4/21/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1343","MOTOR-ESC-00366","MOTOR-ESC","MU-027","HIGHLND","12.0","1","3/1/2025 12:00:00 AM","1","2/14/2025 12:00:00 AM","3.5742","8.3667","15.2418","1","0","1","0","0","0"
"1344","MOTOR-ESC-00367","MOTOR-ESC","MU-027","HIGHLND","12.0","1","12/10/2025 12:00:00 AM","1","11/27/2025 12:00:00 AM","3.4179","11.6001","25.4380","1","0","1","0","0","0"
"1345","MOTOR-ESC-00368","MOTOR-ESC","MU-027","HIGHLND","12.0","1","8/1/2026 12:00:00 AM","1","7/10/2026 12:00:00 AM","3.4103","12.7168","23.9598","1","1","0","0","0","0"
"1347","MOTOR-ESC-00370","MOTOR-ESC","MU-027","HIGHLND","12.0","1","1/10/2025 12:00:00 AM","1","1/2/2025 12:00:00 AM","3.5429","6.2500","12.5388","1","0","1","0","0","0"
"1348","MOTOR-ESC-00371","MOTOR-ESC","MU-027","HIGHLND","12.0","0","12/3/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1349","MOTOR-ESC-00372","MOTOR-ESC","MU-027","HIGHLND","12.0","0","9/7/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1351","MOTOR-ESC-00374","MOTOR-ESC","MU-027","HIGHLND","12.0","1","3/1/2025 12:00:00 AM","1","2/22/2025 12:00:00 AM","3.8329","4.1500","7.5018","1","0","1","0","0","0"
"1352","MOTOR-ESC-00375","MOTOR-ESC","MU-027","HIGHLND","12.0","1","10/22/2025 12:00:00 AM","1","10/3/2025 12:00:00 AM","3.5075","7.5834","18.8094","1","0","1","0","0","0"
"1353","MOTOR-ESC-00376","MOTOR-ESC","MU-027","HIGHLND","12.0","0","7/14/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1354","MOTOR-ESC-00377","MOTOR-ESC","MU-027","HIGHLND","12.0","1","9/1/2026 12:00:00 AM","1","9/1/2026 12:00:00 AM","3.4315","0.0000","0.0000","1","0","1","0","0","0"
"1388","MOTOR-ESC-00379","MOTOR-ESC","MU-028","ACADEMY","12.0","0","11/13/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1390","MOTOR-ESC-00381","MOTOR-ESC","MU-028","ACADEMY","12.0","0","11/13/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1392","MOTOR-ESC-00383","MOTOR-ESC","MU-028","ACADEMY","12.0","0","11/13/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1394","MOTOR-ESC-00385","MOTOR-ESC","MU-028","ACADEMY","12.0","0","11/13/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1426","MOTOR-ESC-00387","MOTOR-ESC","MU-029","COASTAL","12.0","1","9/16/2024 12:00:00 AM","1","9/3/2024 12:00:00 AM","3.4091","3.8500","3.9100","1","0","1","0","0","0"
"1427","MOTOR-ESC-00388","MOTOR-ESC","MU-029","COASTAL","12.0","0","9/16/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1428","MOTOR-ESC-00389","MOTOR-ESC","MU-029","COASTAL","12.0","0","9/24/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1430","MOTOR-ESC-00391","MOTOR-ESC","MU-029","COASTAL","12.0","1","11/14/2024 12:00:00 AM","1","11/5/2024 12:00:00 AM","3.4221","4.8000","7.8774","1","0","1","0","0","0"
"1431","MOTOR-ESC-00392","MOTOR-ESC","MU-029","COASTAL","12.0","0","11/10/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1433","MOTOR-ESC-00394","MOTOR-ESC","MU-029","COASTAL","12.0","0","2/27/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1434","MOTOR-ESC-00395","MOTOR-ESC","MU-029","COASTAL","12.0","1","8/18/2025 12:00:00 AM","1","8/8/2025 12:00:00 AM","3.6028","5.1500","5.2700","1","0","1","0","0","0"
"1435","MOTOR-ESC-00396","MOTOR-ESC","MU-029","COASTAL","12.0","0","9/5/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1437","MOTOR-ESC-00398","MOTOR-ESC","MU-029","COASTAL","12.0","0","2/27/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1438","MOTOR-ESC-00399","MOTOR-ESC","MU-029","COASTAL","12.0","0","3/28/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1474","MOTOR-ESC-00401","MOTOR-ESC","MU-030","PORT","12.0","1","3/18/2025 12:00:00 AM","1","3/6/2025 12:00:00 AM","3.4737","8.5166","14.6654","1","0","1","0","0","0"
"1475","MOTOR-ESC-00402","MOTOR-ESC","MU-030","PORT","12.0","0","2/5/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1477","MOTOR-ESC-00404","MOTOR-ESC","MU-030","PORT","12.0","0","7/5/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1478","MOTOR-ESC-00405","MOTOR-ESC","MU-030","PORT","12.0","0","5/25/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1480","MOTOR-ESC-00407","MOTOR-ESC","MU-030","PORT","12.0","0","7/5/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1481","MOTOR-ESC-00408","MOTOR-ESC","MU-030","PORT","12.0","1","8/30/2025 12:00:00 AM","1","8/30/2025 12:00:00 AM","3.7829","0.0000","0.0000","1","0","1","0","0","0"
"1482","MOTOR-ESC-00409","MOTOR-ESC","MU-030","PORT","12.0","1","5/12/2026 12:00:00 AM","1","5/2/2026 12:00:00 AM","3.5652","7.2167","16.0233","1","0","1","0","0","0"
"1484","MOTOR-ESC-00411","MOTOR-ESC","MU-030","PORT","12.0","0","7/5/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1485","MOTOR-ESC-00412","MOTOR-ESC","MU-030","PORT","12.0","1","4/24/2026 12:00:00 AM","1","4/1/2026 12:00:00 AM","3.5890","8.6833","18.7494","1","0","1","0","0","0"
"1520","MOTOR-ESC-00414","MOTOR-ESC","MU-031","COASTAL","12.0","0","7/29/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1521","MOTOR-ESC-00415","MOTOR-ESC","MU-031","COASTAL","12.0","0","7/15/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1522","MOTOR-ESC-00416","MOTOR-ESC","MU-031","COASTAL","12.0","1","9/1/2026 12:00:00 AM","1","9/1/2026 12:00:00 AM","3.7171","0.0000","0.0000","1","0","1","0","0","0"
"1524","MOTOR-ESC-00418","MOTOR-ESC","MU-031","COASTAL","12.0","0","7/29/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1525","MOTOR-ESC-00419","MOTOR-ESC","MU-031","COASTAL","12.0","0","7/15/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1527","MOTOR-ESC-00421","MOTOR-ESC","MU-031","COASTAL","12.0","0","7/29/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1528","MOTOR-ESC-00422","MOTOR-ESC","MU-031","COASTAL","12.0","1","4/21/2026 12:00:00 AM","1","4/13/2026 12:00:00 AM","3.5984","4.8000","9.7874","1","0","1","0","0","0"
"1530","MOTOR-ESC-00424","MOTOR-ESC","MU-031","COASTAL","12.0","0","7/29/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"1531","MOTOR-ESC-00425","MOTOR-ESC","MU-031","COASTAL","12.0","0","7/15/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"35","ROTOR-ASSY-00001","ROTOR-ASSY","MU-001","PORT","18.0","0","1/9/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"36","ROTOR-ASSY-00002","ROTOR-ASSY","MU-001","PORT","18.0","1","8/9/2025 12:00:00 AM","1","7/11/2025 12:00:00 AM","3.6388","21.2000","43.0604","1","1","0","0","0","0"
"37","ROTOR-ASSY-00003","ROTOR-ASSY","MU-001","PORT","18.0","1","1/16/2026 12:00:00 AM","1","12/11/2025 12:00:00 AM","3.5083","19.6000","39.1373","1","1","0","0","0","0"
"38","ROTOR-ASSY-00004","ROTOR-ASSY","MU-001","PORT","18.0","0","9/3/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"40","ROTOR-ASSY-00006","ROTOR-ASSY","MU-001","PORT","18.0","0","1/9/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"41","ROTOR-ASSY-00007","ROTOR-ASSY","MU-001","PORT","18.0","0","8/27/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"42","ROTOR-ASSY-00008","ROTOR-ASSY","MU-001","PORT","18.0","0","4/3/2026 12:00:00 AM","1","3/10/2026 12:00:00 AM","3.4074","16.2500","29.6364","0","0","0","1","0","0"
"43","ROTOR-ASSY-00009","ROTOR-ASSY","MU-001","PORT","18.0","1","8/1/2026 12:00:00 AM","1","6/30/2026 12:00:00 AM","3.4589","15.3167","30.1480","1","0","1","0","0","0"
"45","ROTOR-ASSY-00011","ROTOR-ASSY","MU-001","PORT","18.0","1","10/12/2024 12:00:00 AM","1","9/19/2024 12:00:00 AM","3.5630","14.3499","29.2764","1","0","1","0","0","0"
"46","ROTOR-ASSY-00012","ROTOR-ASSY","MU-001","PORT","18.0","1","4/21/2025 12:00:00 AM","1","3/26/2025 12:00:00 AM","3.5519","19.3167","40.8107","1","1","0","0","0","0"
"47","ROTOR-ASSY-00013","ROTOR-ASSY","MU-001","PORT","18.0","0","11/24/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
