"InstallKey","ComponentSerial","ComponentCode","ComponentName","Criticality","LeadTimeFlightHours","TailNumber","ModelCode","BaseCode","BaseName","PositionNo","InstalledDate","Sorties","Landings","FlightHours","StressHours","IntervalFlightHours","IntervalStressHours","PctOfHourInterval","PctOfStressInterval","IsOverdueByHours","IsOverdueByStress","IsHiddenOverdue","StressPerFlightHour","RemainingStressHours","RemainingFlightHours","ProjectedFlightHoursToStressLimit","LastSortieDate"
"218","GIMBAL-00014","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-005","MRD-8X","PORT","Port Logistics Hub","1","1/12/2026 12:00:00 AM","98","211","168.7665","341.6532","300.0","300.0","56.26","113.88","0","1","1","1.9127","-41.6532","131.2335","-21.78","9/29/2026 12:00:00 AM"
"1080","GIMBAL-00056","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-022","MRD-6L","COASTAL","Coastal Survey Base","1","6/12/2025 12:00:00 AM","184","411","282.5834","341.0354","300.0","300.0","94.19","113.68","0","1","1","1.2703","-41.0354","17.4166","-32.30","9/30/2026 12:00:00 AM"
"1383","BATT-PACK-00298","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-028","MRD-8X","ACADEMY","Training Academy","2","3/6/2026 12:00:00 AM","75","573","73.9667","135.1654","120.0","120.0","61.64","112.64","0","1","1","1.7297","-15.1654","46.0333","-8.77","9/26/2026 12:00:00 AM"
"1089","MOTOR-ESC-00298","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-022","MRD-6L","COASTAL","Coastal Survey Base","2","12/4/2025 12:00:00 AM","125","298","181.9003","224.5887","200.0","200.0","90.95","112.29","0","1","1","1.2703","-24.5887","18.0997","-19.36","9/30/2026 12:00:00 AM"
"1092","MOTOR-ESC-00301","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-022","MRD-6L","COASTAL","Coastal Survey Base","3","12/4/2025 12:00:00 AM","125","298","181.9003","224.5887","200.0","200.0","90.95","112.29","0","1","1","1.2703","-24.5887","18.0997","-19.36","9/30/2026 12:00:00 AM"
"1095","MOTOR-ESC-00304","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-022","MRD-6L","COASTAL","Coastal Survey Base","4","12/4/2025 12:00:00 AM","125","298","181.9003","224.5887","200.0","200.0","90.95","112.29","0","1","1","1.2703","-24.5887","18.0997","-19.36","9/30/2026 12:00:00 AM"
"1509","BATT-PACK-00322","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-031","MRD-8X","COASTAL","Coastal Survey Base","1","3/25/2026 12:00:00 AM","79","147","117.0499","134.0764","120.0","120.0","97.54","111.73","0","1","1","1.1562","-14.0764","2.9501","-12.17","9/28/2026 12:00:00 AM"
"1473","LANDGEAR-00093","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-030","MRD-8X","PORT","Port Logistics Hub","1","3/13/2026 12:00:00 AM","78","232","135.2667","275.2786","250.0","250.0","54.11","110.11","0","1","1","1.9627","-25.2786","114.7333","-12.88","9/30/2026 12:00:00 AM"
"13","BATT-PACK-00012","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-001","MRD-8X","PORT","Port Logistics Hub","2","6/19/2026 12:00:00 AM","38","86","63.7670","131.7722","120.0","120.0","53.14","109.81","0","1","1","2.0638","-11.7722","56.2330","-5.70","9/29/2026 12:00:00 AM"
"1062","ROTOR-ASSY-00383","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-021","MRD-8X","ACADEMY","Training Academy","3","2/10/2026 12:00:00 AM","89","693","88.8836","164.3986","150.0","150.0","59.26","109.60","0","1","1","1.9149","-14.3986","61.1164","-7.52","9/28/2026 12:00:00 AM"
"881","MOTOR-ESC-00244","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","3","3/27/2026 12:00:00 AM","61","118","100.9170","218.5197","200.0","200.0","50.46","109.26","0","1","1","2.1969","-18.5197","99.0830","-8.43","9/30/2026 12:00:00 AM"
"753","AIRDATA-00031","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-016","MRD-6L","PORT","Port Logistics Hub","1","11/28/2025 12:00:00 AM","127","307","219.9000","435.8772","400.0","400.0","54.98","108.97","0","1","1","1.9188","-35.8772","180.1000","-18.70","9/30/2026 12:00:00 AM"
"20","LANDGEAR-00003","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-001","MRD-8X","PORT","Port Logistics Hub","1","3/17/2026 12:00:00 AM","77","184","131.1171","271.7515","250.0","250.0","52.45","108.70","0","1","1","2.0638","-21.7515","118.8829","-10.54","9/29/2026 12:00:00 AM"
"1103","ROTOR-ASSY-00394","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-022","MRD-6L","COASTAL","Coastal Survey Base","2","2/10/2026 12:00:00 AM","88","199","129.2670","162.0301","150.0","150.0","86.18","108.02","0","1","1","1.2703","-12.0301","20.7330","-9.47","9/30/2026 12:00:00 AM"
"1107","ROTOR-ASSY-00398","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-022","MRD-6L","COASTAL","Coastal Survey Base","3","2/10/2026 12:00:00 AM","88","199","129.2670","162.0301","150.0","150.0","86.18","108.02","0","1","1","1.2703","-12.0301","20.7330","-9.47","9/30/2026 12:00:00 AM"
"726","MOTOR-ESC-00202","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-015","MRD-12H","PORT","Port Logistics Hub","3","5/1/2026 12:00:00 AM","59","112","108.3834","214.7138","200.0","200.0","54.19","107.36","0","1","1","1.9216","-14.7138","91.6166","-7.66","9/29/2026 12:00:00 AM"
"93","MOTOR-ESC-00030","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-002","MRD-8X","HIGHLND","Highland Operations","4","5/18/2026 12:00:00 AM","58","90","94.6001","213.5546","200.0","200.0","47.30","106.78","0","1","1","2.2807","-13.5546","105.3999","-5.94","9/29/2026 12:00:00 AM"
"946","MOTOR-ESC-00261","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","3","4/8/2026 12:00:00 AM","67","177","111.5665","212.1741","200.0","200.0","55.78","106.09","0","1","1","1.8879","-12.1741","88.4335","-6.45","9/28/2026 12:00:00 AM"
"167","BATT-PACK-00044","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-004","MRD-12H","COASTAL","Coastal Survey Base","2","4/8/2026 12:00:00 AM","73","152","111.2331","126.5973","120.0","120.0","92.69","105.50","0","1","1","1.1001","-6.5973","8.7669","-6.00","9/30/2026 12:00:00 AM"
"765","BATT-PACK-00172","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-016","MRD-6L","PORT","Port Logistics Hub","2","6/19/2026 12:00:00 AM","38","102","65.0666","126.5500","120.0","120.0","54.22","105.46","0","1","1","1.9188","-6.5500","54.9334","-3.41","9/30/2026 12:00:00 AM"
"581","MOTOR-ESC-00161","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","2","12/12/2025 12:00:00 AM","113","238","177.5831","210.6598","200.0","200.0","88.79","105.33","0","1","1","1.0819","-10.6598","22.4169","-9.85","9/30/2026 12:00:00 AM"
"1483","MOTOR-ESC-00410","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-030","MRD-8X","PORT","Port Logistics Hub","3","5/12/2026 12:00:00 AM","57","162","102.5166","209.8052","200.0","200.0","51.26","104.90","0","1","1","1.9627","-9.8052","97.4834","-5.00","9/30/2026 12:00:00 AM"
"387","ROTOR-ASSY-00134","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-008","MRD-12H","HIGHLND","Highland Operations","1","6/4/2026 12:00:00 AM","45","90","72.5831","157.1948","150.0","150.0","48.39","104.80","0","1","1","2.3105","-7.1948","77.4169","-3.11","9/28/2026 12:00:00 AM"
"1389","MOTOR-ESC-00380","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-028","MRD-8X","ACADEMY","Training Academy","1","11/13/2025 12:00:00 AM","113","858","115.1166","207.2329","200.0","200.0","57.56","103.62","0","1","1","1.7297","-7.2329","84.8834","-4.18","9/26/2026 12:00:00 AM"
"1391","MOTOR-ESC-00382","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-028","MRD-8X","ACADEMY","Training Academy","2","11/13/2025 12:00:00 AM","113","858","115.1166","207.2329","200.0","200.0","57.56","103.62","0","1","1","1.7297","-7.2329","84.8834","-4.18","9/26/2026 12:00:00 AM"
"1393","MOTOR-ESC-00384","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-028","MRD-8X","ACADEMY","Training Academy","3","11/13/2025 12:00:00 AM","113","858","115.1166","207.2329","200.0","200.0","57.56","103.62","0","1","1","1.7297","-7.2329","84.8834","-4.18","9/26/2026 12:00:00 AM"
"1395","MOTOR-ESC-00386","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-028","MRD-8X","ACADEMY","Training Academy","4","11/13/2025 12:00:00 AM","113","858","115.1166","207.2329","200.0","200.0","57.56","103.62","0","1","1","1.7297","-7.2329","84.8834","-4.18","9/26/2026 12:00:00 AM"
"204","AIRDATA-00010","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-005","MRD-8X","PORT","Port Logistics Hub","1","11/19/2025 12:00:00 AM","118","259","204.4998","414.1338","400.0","400.0","51.12","103.53","0","1","1","1.9127","-14.1338","195.5002","-7.39","9/29/2026 12:00:00 AM"
"974","ROTOR-ASSY-00354","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","4","5/23/2026 12:00:00 AM","50","139","81.0666","154.3881","150.0","150.0","54.04","102.93","0","1","1","1.8879","-4.3881","68.9334","-2.32","9/28/2026 12:00:00 AM"
"276","GIMBAL-00016","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","1","7/19/2025 12:00:00 AM","168","358","256.4332","305.1845","300.0","300.0","85.48","101.73","0","1","1","1.0800","-5.1845","43.5668","-4.80","9/30/2026 12:00:00 AM"
"169","GIMBAL-00011","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-004","MRD-12H","COASTAL","Coastal Survey Base","1","8/22/2025 12:00:00 AM","175","355","263.7661","302.8475","300.0","300.0","87.92","100.95","0","1","1","1.1001","-2.8475","36.2339","-2.59","9/30/2026 12:00:00 AM"
"347","AIRDATA-00015","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-008","MRD-12H","HIGHLND","Highland Operations","1","11/28/2025 12:00:00 AM","111","221","186.2996","402.1619","400.0","400.0","46.57","100.54","0","1","1","2.3105","-2.1619","213.7004","-0.94","9/28/2026 12:00:00 AM"
"1432","MOTOR-ESC-00393","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-029","MRD-12H","COASTAL","Coastal Survey Base","2","11/10/2025 12:00:00 AM","116","237","173.1999","200.5344","200.0","200.0","86.60","100.27","0","1","1","1.1733","-0.5344","26.8001","-0.46","9/30/2026 12:00:00 AM"
"1083","LANDGEAR-00069","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-022","MRD-6L","COASTAL","Coastal Survey Base","1","10/24/2025 12:00:00 AM","138","320","203.3836","248.0251","250.0","250.0","81.35","99.21","0","0","0","1.2703","1.9749","46.6164","1.55","9/30/2026 12:00:00 AM"
"1072","BATT-PACK-00231","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-022","MRD-6L","COASTAL","Coastal Survey Base","1","4/10/2026 12:00:00 AM","67","152","96.7337","118.7168","120.0","120.0","80.61","98.93","0","0","0","1.2703","1.2832","23.2663","1.01","9/30/2026 12:00:00 AM"
"1234","BATT-PACK-00273","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-025","MRD-8X","HIGHLND","Highland Operations","2","6/29/2026 12:00:00 AM","30","57","53.5334","116.2643","120.0","120.0","44.61","96.89","0","0","0","2.1718","3.7357","66.4666","1.72","9/26/2026 12:00:00 AM"
"1065","ROTOR-ASSY-00386","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-021","MRD-8X","ACADEMY","Training Academy","4","3/11/2026 12:00:00 AM","79","606","78.6838","144.8719","150.0","150.0","52.46","96.58","0","0","0","1.9149","5.1281","71.3162","2.68","9/28/2026 12:00:00 AM"
"1055","ROTOR-ASSY-00376","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-021","MRD-8X","ACADEMY","Training Academy","1","3/11/2026 12:00:00 AM","79","606","78.6838","144.8719","150.0","150.0","52.46","96.58","0","0","0","1.9149","5.1281","71.3162","2.68","9/28/2026 12:00:00 AM"
"810","ROTOR-ASSY-00296","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-016","MRD-6L","PORT","Port Logistics Hub","4","6/6/2026 12:00:00 AM","43","110","75.1333","144.7524","150.0","150.0","50.09","96.50","0","0","0","1.9188","5.2476","74.8667","2.73","9/30/2026 12:00:00 AM"
"1334","BATT-PACK-00291","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-027","MRD-8X","HIGHLND","Highland Operations","2","7/9/2026 12:00:00 AM","35","58","58.4668","115.6889","120.0","120.0","48.72","96.41","0","0","0","1.9080","4.3111","61.5332","2.26","9/30/2026 12:00:00 AM"
"1519","LANDGEAR-00095","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-031","MRD-8X","COASTAL","Coastal Survey Base","1","10/23/2025 12:00:00 AM","135","267","203.2167","240.0848","250.0","250.0","81.29","96.03","0","0","0","1.1562","9.9152","46.7833","8.58","9/28/2026 12:00:00 AM"
"1479","MOTOR-ESC-00406","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-030","MRD-8X","PORT","Port Logistics Hub","2","5/25/2026 12:00:00 AM","52","154","93.2499","190.7085","200.0","200.0","46.62","95.35","0","0","0","1.9627","9.2915","106.7501","4.73","9/30/2026 12:00:00 AM"
"549","ROTOR-ASSY-00195","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-011","MRD-12H","HIGHLND","Highland Operations","2","6/24/2026 12:00:00 AM","39","71","65.2332","143.0205","150.0","150.0","43.49","95.35","0","0","0","2.1761","6.9795","84.7668","3.21","9/29/2026 12:00:00 AM"
"336","ROTOR-ASSY-00120","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-007","MRD-12H","ACADEMY","Training Academy","1","3/14/2026 12:00:00 AM","77","583","79.1998","142.6207","150.0","150.0","52.80","95.08","0","0","0","1.7137","7.3793","70.8002","4.31","9/26/2026 12:00:00 AM"
"175","MOTOR-ESC-00043","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-004","MRD-12H","COASTAL","Coastal Survey Base","1","1/6/2026 12:00:00 AM","107","221","164.4330","188.2434","200.0","200.0","82.22","94.12","0","0","0","1.1001","11.7566","35.5670","10.69","9/30/2026 12:00:00 AM"
"178","MOTOR-ESC-00046","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-004","MRD-12H","COASTAL","Coastal Survey Base","2","1/6/2026 12:00:00 AM","107","221","164.4330","188.2434","200.0","200.0","82.22","94.12","0","0","0","1.1001","11.7566","35.5670","10.69","9/30/2026 12:00:00 AM"
"181","MOTOR-ESC-00049","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-004","MRD-12H","COASTAL","Coastal Survey Base","3","1/6/2026 12:00:00 AM","107","221","164.4330","188.2434","200.0","200.0","82.22","94.12","0","0","0","1.1001","11.7566","35.5670","10.69","9/30/2026 12:00:00 AM"
"184","MOTOR-ESC-00052","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-004","MRD-12H","COASTAL","Coastal Survey Base","4","1/6/2026 12:00:00 AM","107","221","164.4330","188.2434","200.0","200.0","82.22","94.12","0","0","0","1.1001","11.7566","35.5670","10.69","9/30/2026 12:00:00 AM"
"708","BATT-PACK-00160","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-015","MRD-12H","PORT","Port Logistics Hub","2","7/7/2026 12:00:00 AM","33","67","57.8334","112.4564","120.0","120.0","48.19","93.71","0","0","0","1.9216","7.5436","62.1666","3.93","9/29/2026 12:00:00 AM"
"302","ROTOR-ASSY-00108","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","2","3/7/2026 12:00:00 AM","77","155","116.9335","139.1851","150.0","150.0","77.96","92.79","0","0","0","1.0800","10.8149","33.0665","10.01","9/30/2026 12:00:00 AM"
"572","GIMBAL-00030","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","1","9/18/2025 12:00:00 AM","151","317","234.9165","277.4795","300.0","300.0","78.31","92.49","0","0","0","1.0819","22.5205","65.0835","20.82","9/30/2026 12:00:00 AM"
"1494","ROTOR-ASSY-00536","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-030","MRD-8X","PORT","Port Logistics Hub","2","7/1/2026 12:00:00 AM","40","128","69.0001","138.2596","150.0","150.0","46.00","92.17","0","0","0","1.9627","11.7404","80.9999","5.98","9/30/2026 12:00:00 AM"
"1033","BATT-PACK-00222","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-021","MRD-8X","ACADEMY","Training Academy","1","5/6/2026 12:00:00 AM","60","467","58.3004","109.3051","120.0","120.0","48.58","91.09","0","0","0","1.9149","10.6949","61.6996","5.59","9/28/2026 12:00:00 AM"
"365","LANDGEAR-00025","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-008","MRD-12H","HIGHLND","Highland Operations","1","4/22/2026 12:00:00 AM","62","120","102.3497","227.5985","250.0","250.0","40.94","91.04","0","0","0","2.3105","22.4015","147.6503","9.70","9/28/2026 12:00:00 AM"
"649","BATT-PACK-00141","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-014","MRD-6L","PORT","Port Logistics Hub","1","6/30/2026 12:00:00 AM","35","100","57.4667","108.9013","120.0","120.0","47.89","90.75","0","0","0","1.8671","11.0987","62.5333","5.94","9/30/2026 12:00:00 AM"
"655","BATT-PACK-00147","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-014","MRD-6L","PORT","Port Logistics Hub","2","6/30/2026 12:00:00 AM","35","100","57.4667","108.9013","120.0","120.0","47.89","90.75","0","0","0","1.8671","11.0987","62.5333","5.94","9/30/2026 12:00:00 AM"
"290","MOTOR-ESC-00080","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","3","1/6/2026 12:00:00 AM","101","201","155.8503","180.8085","200.0","200.0","77.93","90.40","0","0","0","1.0800","19.1915","44.1497","17.77","9/30/2026 12:00:00 AM"
"293","MOTOR-ESC-00083","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","4","1/6/2026 12:00:00 AM","101","201","155.8503","180.8085","200.0","200.0","77.93","90.40","0","0","0","1.0800","19.1915","44.1497","17.77","9/30/2026 12:00:00 AM"
"848","AIRDATA-00035","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-018","MRD-12H","HIGHLND","Highland Operations","1","12/26/2025 12:00:00 AM","99","181","165.3671","357.5495","400.0","400.0","41.34","89.39","0","0","0","2.1969","42.4505","234.6329","19.32","9/30/2026 12:00:00 AM"
"1380","BATT-PACK-00295","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-028","MRD-8X","ACADEMY","Training Academy","1","4/15/2026 12:00:00 AM","60","441","59.6000","106.7775","120.0","120.0","49.67","88.98","0","0","0","1.7297","13.2225","60.4000","7.64","9/26/2026 12:00:00 AM"
"695","AIRDATA-00029","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-015","MRD-12H","PORT","Port Logistics Hub","1","1/17/2026 12:00:00 AM","98","206","178.9165","351.3893","400.0","400.0","44.73","87.85","0","0","0","1.9216","48.6107","221.0835","25.30","9/29/2026 12:00:00 AM"
"1","AIRDATA-00002","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-001","MRD-8X","PORT","Port Logistics Hub","1","1/19/2026 12:00:00 AM","103","246","173.0506","347.6434","400.0","400.0","43.26","86.91","0","0","0","2.0638","52.3566","226.9494","25.37","9/29/2026 12:00:00 AM"
"188","ROTOR-ASSY-00061","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-004","MRD-12H","COASTAL","Coastal Survey Base","1","4/6/2026 12:00:00 AM","74","156","112.2831","128.2541","150.0","150.0","74.86","85.50","0","0","0","1.1001","21.7459","37.7169","19.77","9/30/2026 12:00:00 AM"
"192","ROTOR-ASSY-00065","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-004","MRD-12H","COASTAL","Coastal Survey Base","2","4/6/2026 12:00:00 AM","74","156","112.2831","128.2541","150.0","150.0","74.86","85.50","0","0","0","1.1001","21.7459","37.7169","19.77","9/30/2026 12:00:00 AM"
"473","GIMBAL-00026","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","1","9/11/2025 12:00:00 AM","144","294","227.3503","256.1935","300.0","300.0","75.78","85.40","0","0","0","1.0768","43.8065","72.6497","40.68","9/30/2026 12:00:00 AM"
"976","AIRDATA-00041","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-020","MRD-8X","HIGHLND","Highland Operations","1","1/29/2026 12:00:00 AM","92","190","159.4829","339.1374","400.0","400.0","39.87","84.78","0","0","0","2.2582","60.8626","240.5171","26.95","9/25/2026 12:00:00 AM"
"162","BATT-PACK-00039","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-004","MRD-12H","COASTAL","Coastal Survey Base","1","5/20/2026 12:00:00 AM","57","116","88.4664","101.1466","120.0","120.0","73.72","84.29","0","0","0","1.1001","18.8534","31.5336","17.14","9/30/2026 12:00:00 AM"
"1014","ROTOR-ASSY-00359","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-020","MRD-8X","HIGHLND","Highland Operations","1","7/3/2026 12:00:00 AM","34","58","56.5997","124.6361","150.0","150.0","37.73","83.09","0","0","0","2.2582","25.3639","93.4003","11.23","9/25/2026 12:00:00 AM"
"886","MOTOR-ESC-00249","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","4","5/18/2026 12:00:00 AM","46","85","74.8835","163.2938","200.0","200.0","37.44","81.65","0","0","0","2.1969","36.7062","125.1165","16.71","9/30/2026 12:00:00 AM"
"1447","ROTOR-ASSY-00519","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-029","MRD-12H","COASTAL","Coastal Survey Base","2","4/15/2026 12:00:00 AM","68","143","101.3666","121.0620","150.0","150.0","67.58","80.71","0","0","0","1.1733","28.9380","48.6334","24.66","9/30/2026 12:00:00 AM"
"660","LANDGEAR-00043","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-014","MRD-6L","PORT","Port Logistics Hub","1","5/14/2026 12:00:00 AM","58","150","101.2167","201.7365","250.0","250.0","40.49","80.69","0","0","0","1.8671","48.2635","148.7833","25.85","9/30/2026 12:00:00 AM"
"306","ROTOR-ASSY-00112","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","3","4/8/2026 12:00:00 AM","68","131","103.8334","118.8330","150.0","150.0","69.22","79.22","0","0","0","1.0800","31.1670","46.1666","28.86","9/30/2026 12:00:00 AM"
"578","MOTOR-ESC-00158","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","1","2/23/2026 12:00:00 AM","87","184","132.7830","157.8001","200.0","200.0","66.39","78.90","0","0","0","1.0819","42.1999","67.2170","39.01","9/30/2026 12:00:00 AM"
"584","MOTOR-ESC-00164","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","3","2/23/2026 12:00:00 AM","87","184","132.7830","157.8001","200.0","200.0","66.39","78.90","0","0","0","1.0819","42.1999","67.2170","39.01","9/30/2026 12:00:00 AM"
"587","MOTOR-ESC-00167","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","4","2/23/2026 12:00:00 AM","87","184","132.7830","157.8001","200.0","200.0","66.39","78.90","0","0","0","1.0819","42.1999","67.2170","39.01","9/30/2026 12:00:00 AM"
"49","ROTOR-ASSY-00015","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-001","MRD-8X","PORT","Port Logistics Hub","3","6/29/2026 12:00:00 AM","34","80","56.6336","117.2555","150.0","150.0","37.76","78.17","0","0","0","2.0638","32.7445","93.3664","15.87","9/29/2026 12:00:00 AM"
"431","MOTOR-ESC-00118","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","2","3/14/2026 12:00:00 AM","78","145","127.4502","155.1039","200.0","200.0","63.73","77.55","0","0","0","1.1930","44.8961","72.5498","37.63","9/25/2026 12:00:00 AM"
"938","MOTOR-ESC-00253","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","1","5/23/2026 12:00:00 AM","50","139","81.0666","154.3881","200.0","200.0","40.53","77.19","0","0","0","1.8879","45.6119","118.9334","24.16","9/28/2026 12:00:00 AM"
"942","MOTOR-ESC-00257","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","2","5/23/2026 12:00:00 AM","50","139","81.0666","154.3881","200.0","200.0","40.53","77.19","0","0","0","1.8879","45.6119","118.9334","24.16","9/28/2026 12:00:00 AM"
"1059","ROTOR-ASSY-00380","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-021","MRD-8X","ACADEMY","Training Academy","2","4/27/2026 12:00:00 AM","63","481","62.3004","114.8080","150.0","150.0","41.53","76.54","0","0","0","1.9149","35.1920","87.6996","18.38","9/28/2026 12:00:00 AM"
"591","ROTOR-ASSY-00208","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","1","5/13/2026 12:00:00 AM","64","126","97.1664","114.3230","150.0","150.0","64.78","76.22","0","0","0","1.0819","35.6770","52.8336","32.98","9/30/2026 12:00:00 AM"
"595","ROTOR-ASSY-00212","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","2","5/13/2026 12:00:00 AM","64","126","97.1664","114.3230","150.0","150.0","64.78","76.22","0","0","0","1.0819","35.6770","52.8336","32.98","9/30/2026 12:00:00 AM"
"1208","ROTOR-ASSY-00431","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-024","MRD-8X","COASTAL","Coastal Survey Base","2","4/8/2026 12:00:00 AM","65","137","102.1502","113.9931","150.0","150.0","68.10","76.00","0","0","0","1.0798","36.0069","47.8498","33.35","9/30/2026 12:00:00 AM"
"333","MOTOR-ESC-00093","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-007","MRD-12H","ACADEMY","Training Academy","4","2/27/2026 12:00:00 AM","82","624","83.8332","151.4936","200.0","200.0","41.92","75.75","0","0","0","1.7137","48.5064","116.1668","28.31","9/26/2026 12:00:00 AM"
