"InstallKey","ComponentSerial","ComponentCode","ComponentName","Criticality","LeadTimeFlightHours","TailNumber","ModelCode","BaseCode","BaseName","PositionNo","InstalledDate","RemovedDate","RemovalReason","DaysFitted","Sorties","Landings","FlightHours","StressHours","StressRatio","IntervalFlightHours","IntervalStressHours","WeibullShape","PctOfHourInterval","PctOfStressInterval","IsFailure","IsCensored","EventType","DowntimeHours"
"1464","BATT-PACK-00314","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-030","MRD-8X","PORT","Port Logistics Hub","2","8/26/2024 12:00:00 AM","3/6/2025 12:00:00 AM","Scheduled","192","76","208","123.1663","253.2141","2.0559","120.0","120.0","1.80","102.64","211.01","0","1","Scheduled","7.4"
"1465","BATT-PACK-00315","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-030","MRD-8X","PORT","Port Logistics Hub","2","3/6/2025 12:00:00 AM","9/2/2025 12:00:00 AM","Scheduled","180","76","185","120.4833","239.2461","1.9857","120.0","120.0","1.80","100.40","199.37","0","1","Scheduled","5.0"
"1466","BATT-PACK-00316","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-030","MRD-8X","PORT","Port Logistics Hub","2","9/2/2025 12:00:00 AM","3/20/2026 12:00:00 AM","Scheduled","199","71","185","120.3503","240.0500","1.9946","120.0","120.0","1.80","100.29","200.04","0","1","Scheduled","8.0"
"1467","BATT-PACK-00317","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-030","MRD-8X","PORT","Port Logistics Hub","2","3/20/2026 12:00:00 AM","9/14/2026 12:00:00 AM","Scheduled","178","69","204","120.1834","250.8033","2.0868","120.0","120.0","1.80","100.15","209.00","0","1","Scheduled","6.0"
"1506","BATT-PACK-00319","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-031","MRD-8X","COASTAL","Coastal Survey Base","1","8/10/2024 12:00:00 AM","3/19/2025 12:00:00 AM","Scheduled","221","81","186","123.8999","144.7701","1.1684","120.0","120.0","1.80","103.25","120.64","0","1","Scheduled","3.9"
"1507","BATT-PACK-00320","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-031","MRD-8X","COASTAL","Coastal Survey Base","1","3/19/2025 12:00:00 AM","8/20/2025 12:00:00 AM","Failure","154","59","148","94.4501","118.9539","1.2594","120.0","120.0","1.80","78.71","99.13","1","0","Unscheduled","21.8"
"1508","BATT-PACK-00321","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-031","MRD-8X","COASTAL","Coastal Survey Base","1","8/20/2025 12:00:00 AM","3/25/2026 12:00:00 AM","Scheduled","217","79","170","121.3500","146.1752","1.2046","120.0","120.0","1.80","101.13","121.81","0","1","Scheduled","5.2"
"1510","BATT-PACK-00323","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-031","MRD-8X","COASTAL","Coastal Survey Base","2","8/10/2024 12:00:00 AM","3/19/2025 12:00:00 AM","Scheduled","221","81","186","123.8999","144.7701","1.1684","120.0","120.0","1.80","103.25","120.64","0","1","Scheduled","6.0"
"1511","BATT-PACK-00324","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-031","MRD-8X","COASTAL","Coastal Survey Base","2","3/19/2025 12:00:00 AM","8/5/2025 12:00:00 AM","Failure","139","53","137","84.2000","107.8851","1.2813","120.0","120.0","1.80","70.17","89.90","1","0","Unscheduled","12.5"
"1512","BATT-PACK-00325","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-031","MRD-8X","COASTAL","Coastal Survey Base","2","8/5/2025 12:00:00 AM","3/4/2026 12:00:00 AM","Scheduled","211","78","164","121.4834","143.8666","1.1842","120.0","120.0","1.80","101.24","119.89","0","1","Scheduled","3.0"
"1513","BATT-PACK-00326","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-031","MRD-8X","COASTAL","Coastal Survey Base","2","3/4/2026 12:00:00 AM","9/21/2026 12:00:00 AM","Scheduled","201","83","160","120.9166","141.1238","1.1671","120.0","120.0","1.80","100.76","117.60","0","1","Scheduled","8.4"
"14","GIMBAL-00001","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-001","MRD-8X","PORT","Port Logistics Hub","1","5/16/2024 12:00:00 AM","7/4/2024 12:00:00 AM","Failure","49","16","41","29.0499","53.3071","1.8350","300.0","300.0","1.40","9.68","17.77","1","0","Unscheduled","8.5"
"15","GIMBAL-00002","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-001","MRD-8X","PORT","Port Logistics Hub","1","7/4/2024 12:00:00 AM","10/11/2025 12:00:00 AM","Scheduled","464","184","516","300.8998","609.0882","2.0242","300.0","300.0","1.40","100.30","203.03","0","1","Scheduled","2.0"
"16","GIMBAL-00003","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-001","MRD-8X","PORT","Port Logistics Hub","1","10/11/2025 12:00:00 AM","12/31/2025 12:00:00 AM","Failure","81","34","87","59.2497","122.3626","2.0652","300.0","300.0","1.40","19.75","40.79","1","0","Unscheduled","7.0"
"71","GIMBAL-00005","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-002","MRD-8X","HIGHLND","Highland Operations","1","1/12/2024 12:00:00 AM","4/16/2025 12:00:00 AM","Scheduled","460","177","309","300.4329","645.6329","2.1490","300.0","300.0","1.40","100.14","215.21","0","1","Scheduled","2.4"
"72","GIMBAL-00006","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-002","MRD-8X","HIGHLND","Highland Operations","1","4/16/2025 12:00:00 AM","7/21/2026 12:00:00 AM","Scheduled","461","174","323","300.3833","655.8378","2.1833","300.0","300.0","1.40","100.13","218.61","0","1","Scheduled","4.4"
"127","GIMBAL-00008","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-003","MRD-12H","PORT","Port Logistics Hub","1","3/3/2024 12:00:00 AM","5/23/2025 12:00:00 AM","Scheduled","446","181","463","302.9496","588.1933","1.9416","300.0","300.0","1.40","100.98","196.06","0","1","Scheduled","2.6"
"128","GIMBAL-00009","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-003","MRD-12H","PORT","Port Logistics Hub","1","5/23/2025 12:00:00 AM","9/21/2025 12:00:00 AM","AirframeRetired","121","49","114","89.1328","174.6124","1.9590","300.0","300.0","1.40","29.71","58.20","0","1","Inspection","3.6"
"168","GIMBAL-00010","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-004","MRD-12H","COASTAL","Coastal Survey Base","1","6/3/2024 12:00:00 AM","8/22/2025 12:00:00 AM","Scheduled","445","197","432","303.3671","353.0900","1.1639","300.0","300.0","1.40","101.12","117.70","0","1","Scheduled","4.5"
"216","GIMBAL-00012","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-005","MRD-8X","PORT","Port Logistics Hub","1","3/9/2024 12:00:00 AM","4/11/2025 12:00:00 AM","Failure","398","160","391","264.4162","524.3890","1.9832","300.0","300.0","1.40","88.14","174.80","1","0","Unscheduled","8.5"
"217","GIMBAL-00013","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-005","MRD-8X","PORT","Port Logistics Hub","1","4/11/2025 12:00:00 AM","1/12/2026 12:00:00 AM","Failure","276","100","248","174.4667","345.7832","1.9819","300.0","300.0","1.40","58.16","115.26","1","0","Unscheduled","12.2"
"275","GIMBAL-00015","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","1","2/10/2024 12:00:00 AM","7/19/2025 12:00:00 AM","Scheduled","525","204","423","303.8501","349.8814","1.1515","300.0","300.0","1.40","101.28","116.63","0","1","Scheduled","3.0"
"320","GIMBAL-00017","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-007","MRD-12H","ACADEMY","Training Academy","1","5/10/2024 12:00:00 AM","2/11/2026 12:00:00 AM","Failure","642","252","2027","248.1997","465.8132","1.8768","300.0","300.0","1.40","82.73","155.27","1","0","Unscheduled","7.5"
"359","GIMBAL-00019","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-008","MRD-12H","HIGHLND","Highland Operations","1","3/16/2024 12:00:00 AM","7/16/2025 12:00:00 AM","Scheduled","487","178","338","300.1332","656.2478","2.1865","300.0","300.0","1.40","100.04","218.75","0","1","Scheduled","3.5"
"360","GIMBAL-00020","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-008","MRD-12H","HIGHLND","Highland Operations","1","7/16/2025 12:00:00 AM","6/4/2026 12:00:00 AM","Failure","323","124","240","214.1334","464.7752","2.1705","300.0","300.0","1.40","71.38","154.93","1","0","Unscheduled","9.1"
"418","GIMBAL-00022","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","1","1/13/2024 12:00:00 AM","3/28/2025 12:00:00 AM","Scheduled","440","194","393","300.3329","345.5762","1.1506","300.0","300.0","1.40","100.11","115.19","0","1","Scheduled","3.7"
"419","GIMBAL-00023","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","1","3/28/2025 12:00:00 AM","7/27/2026 12:00:00 AM","Scheduled","486","199","416","300.9833","350.4388","1.1643","300.0","300.0","1.40","100.33","116.81","0","1","Scheduled","4.4"
"472","GIMBAL-00025","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","1","4/9/2024 12:00:00 AM","9/11/2025 12:00:00 AM","Failure","520","181","326","286.3665","318.9077","1.1136","300.0","300.0","1.40","95.46","106.30","1","0","Unscheduled","11.1"
"520","GIMBAL-00027","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-011","MRD-12H","HIGHLND","Highland Operations","1","5/24/2024 12:00:00 AM","9/8/2025 12:00:00 AM","Scheduled","472","179","348","301.5672","660.9552","2.1917","300.0","300.0","1.40","100.52","220.32","0","1","Scheduled","4.1"
"571","GIMBAL-00029","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","1","3/23/2024 12:00:00 AM","9/18/2025 12:00:00 AM","Scheduled","544","200","424","300.0498","357.7575","1.1923","300.0","300.0","1.40","100.02","119.25","0","1","Scheduled","3.6"
"614","GIMBAL-00031","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-013","MRD-8X","HIGHLND","Highland Operations","1","7/27/2024 12:00:00 AM","2/28/2025 12:00:00 AM","Failure","216","82","162","144.5666","318.0255","2.1999","300.0","300.0","1.40","48.19","106.01","1","0","Unscheduled","12.2"
"615","GIMBAL-00032","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-013","MRD-8X","HIGHLND","Highland Operations","1","2/28/2025 12:00:00 AM","1/14/2026 12:00:00 AM","AirframeRetired","320","122","233","199.3336","416.7799","2.0909","300.0","300.0","1.40","66.44","138.93","0","1","Inspection","3.3"
"656","GIMBAL-00033","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-014","MRD-6L","PORT","Port Logistics Hub","1","6/5/2024 12:00:00 AM","9/22/2025 12:00:00 AM","Scheduled","474","180","474","300.0337","616.7596","2.0556","300.0","300.0","1.40","100.01","205.59","0","1","Scheduled","2.0"
"709","GIMBAL-00035","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-015","MRD-12H","PORT","Port Logistics Hub","1","7/21/2024 12:00:00 AM","8/30/2025 12:00:00 AM","Scheduled","405","172","441","300.7501","594.0343","1.9752","300.0","300.0","1.40","100.25","198.01","0","1","Scheduled","3.6"
"710","GIMBAL-00036","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-015","MRD-12H","PORT","Port Logistics Hub","1","8/30/2025 12:00:00 AM","1/16/2026 12:00:00 AM","Failure","139","53","114","98.8668","200.3258","2.0262","300.0","300.0","1.40","32.96","66.78","1","0","Unscheduled","10.7"
"711","GIMBAL-00037","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-015","MRD-12H","PORT","Port Logistics Hub","1","1/16/2026 12:00:00 AM","6/29/2026 12:00:00 AM","Failure","164","62","135","115.9331","229.0841","1.9760","300.0","300.0","1.40","38.64","76.36","1","0","Unscheduled","6.3"
"766","GIMBAL-00039","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-016","MRD-6L","PORT","Port Logistics Hub","1","4/17/2024 12:00:00 AM","6/23/2025 12:00:00 AM","Scheduled","432","171","433","301.0500","608.3740","2.0208","300.0","300.0","1.40","100.35","202.79","0","1","Scheduled","2.5"
"767","GIMBAL-00040","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-016","MRD-6L","PORT","Port Logistics Hub","1","6/23/2025 12:00:00 AM","8/15/2026 12:00:00 AM","Scheduled","418","174","419","300.6337","600.1630","1.9963","300.0","300.0","1.40","100.21","200.05","0","1","Scheduled","4.0"
"821","GIMBAL-00042","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","1","7/30/2024 12:00:00 AM","12/13/2025 12:00:00 AM","Scheduled","501","195","435","300.5330","339.1431","1.1285","300.0","300.0","1.40","100.18","113.05","0","1","Scheduled","3.9"
"822","GIMBAL-00043","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","1","12/13/2025 12:00:00 AM","3/30/2026 12:00:00 AM","AirframeRetired","107","48","98","74.0503","81.3723","1.0989","300.0","300.0","1.40","24.68","27.12","0","1","Inspection","3.8"
"862","GIMBAL-00044","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-018","MRD-12H","HIGHLND","Highland Operations","1","2/13/2024 12:00:00 AM","1/4/2025 12:00:00 AM","Failure","326","128","226","222.0997","484.5074","2.1815","300.0","300.0","1.40","74.03","161.50","1","0","Unscheduled","8.4"
"863","GIMBAL-00045","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-018","MRD-12H","HIGHLND","Highland Operations","1","1/4/2025 12:00:00 AM","4/13/2026 12:00:00 AM","Scheduled","464","179","326","302.3833","647.3577","2.1409","300.0","300.0","1.40","100.79","215.79","0","1","Scheduled","2.8"
"928","GIMBAL-00047","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-019","MRD-8X","PORT","Port Logistics Hub","1","1/12/2024 12:00:00 AM","4/1/2025 12:00:00 AM","Scheduled","445","175","476","301.2667","605.0857","2.0085","300.0","300.0","1.40","100.42","201.70","0","1","Scheduled","2.2"
"929","GIMBAL-00048","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-019","MRD-8X","PORT","Port Logistics Hub","1","4/1/2025 12:00:00 AM","5/15/2026 12:00:00 AM","Scheduled","409","174","472","300.3662","602.9007","2.0072","300.0","300.0","1.40","100.12","200.97","0","1","Scheduled","3.0"
"987","GIMBAL-00050","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-020","MRD-8X","HIGHLND","Highland Operations","1","4/18/2024 12:00:00 AM","7/8/2025 12:00:00 AM","Failure","446","153","269","260.2832","568.3221","2.1835","300.0","300.0","1.40","86.76","189.44","1","0","Unscheduled","6.7"
"988","GIMBAL-00051","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-020","MRD-8X","HIGHLND","Highland Operations","1","7/8/2025 12:00:00 AM","8/24/2026 12:00:00 AM","Failure","412","161","330","280.4663","593.4007","2.1158","300.0","300.0","1.40","93.49","197.80","1","0","Unscheduled","7.2"
"1038","GIMBAL-00053","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-021","MRD-8X","ACADEMY","Training Academy","1","1/8/2024 12:00:00 AM","3/6/2026 12:00:00 AM","Scheduled","788","302","2458","300.6828","565.3631","1.8803","300.0","300.0","1.40","100.23","188.45","0","1","Scheduled","4.7"
"1079","GIMBAL-00055","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-022","MRD-6L","COASTAL","Coastal Survey Base","1","3/10/2024 12:00:00 AM","6/12/2025 12:00:00 AM","Scheduled","459","195","414","300.4501","356.0904","1.1852","300.0","300.0","1.40","100.15","118.70","0","1","Scheduled","2.2"
"1126","GIMBAL-00057","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-023","MRD-6L","COASTAL","Coastal Survey Base","1","1/4/2024 12:00:00 AM","5/5/2025 12:00:00 AM","Scheduled","487","193","385","300.0668","369.5347","1.2315","300.0","300.0","1.40","100.02","123.18","0","1","Scheduled","3.7"
"1177","GIMBAL-00059","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-024","MRD-8X","COASTAL","Coastal Survey Base","1","1/28/2024 12:00:00 AM","5/23/2025 12:00:00 AM","Scheduled","481","198","441","301.4832","353.4456","1.1724","300.0","300.0","1.40","100.49","117.82","0","1","Scheduled","4.1"
"1178","GIMBAL-00060","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-024","MRD-8X","COASTAL","Coastal Survey Base","1","5/23/2025 12:00:00 AM","9/29/2026 12:00:00 AM","Scheduled","494","197","403","302.8341","345.4750","1.1408","300.0","300.0","1.40","100.94","115.16","0","1","Scheduled","2.4"
"1235","GIMBAL-00062","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-025","MRD-8X","HIGHLND","Highland Operations","1","2/15/2024 12:00:00 AM","12/28/2024 12:00:00 AM","Failure","317","130","247","228.8340","502.1706","2.1945","300.0","300.0","1.40","76.28","167.39","1","0","Unscheduled","7.7"
"1236","GIMBAL-00063","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-025","MRD-8X","HIGHLND","Highland Operations","1","12/28/2024 12:00:00 AM","4/27/2026 12:00:00 AM","Scheduled","485","182","383","300.4664","629.0736","2.0937","300.0","300.0","1.40","100.16","209.69","0","1","Scheduled","4.1"
"1294","GIMBAL-00065","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-026","MRD-8X","ACADEMY","Training Academy","1","8/9/2024 12:00:00 AM","7/16/2026 12:00:00 AM","Scheduled","706","298","2374","300.8504","559.2258","1.8588","300.0","300.0","1.40","100.28","186.41","0","1","Scheduled","2.2"
"1335","GIMBAL-00067","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-027","MRD-8X","HIGHLND","Highland Operations","1","8/2/2024 12:00:00 AM","9/3/2025 12:00:00 AM","Failure","397","139","256","236.4327","495.1427","2.0942","300.0","300.0","1.40","78.81","165.05","1","0","Unscheduled","12.5"
"1384","GIMBAL-00069","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-028","MRD-8X","ACADEMY","Training Academy","1","7/1/2024 12:00:00 AM","2/9/2026 12:00:00 AM","Failure","588","229","1814","233.8835","429.5292","1.8365","300.0","300.0","1.40","77.96","143.18","1","0","Unscheduled","9.8"
"1420","GIMBAL-00071","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-029","MRD-12H","COASTAL","Coastal Survey Base","1","3/16/2024 12:00:00 AM","9/3/2025 12:00:00 AM","Scheduled","536","202","423","302.6503","360.9872","1.1928","300.0","300.0","1.40","100.88","120.33","0","1","Scheduled","3.0"
"1421","GIMBAL-00072","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-029","MRD-12H","COASTAL","Coastal Survey Base","1","9/3/2025 12:00:00 AM","4/15/2026 12:00:00 AM","Failure","224","75","156","110.2165","124.8169","1.1325","300.0","300.0","1.40","36.74","41.61","1","0","Unscheduled","8.7"
"1469","GIMBAL-00074","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-030","MRD-8X","PORT","Port Logistics Hub","1","8/26/2024 12:00:00 AM","12/25/2025 12:00:00 AM","Scheduled","486","190","484","303.8166","609.8371","2.0073","300.0","300.0","1.40","101.27","203.28","0","1","Scheduled","3.4"
"1515","GIMBAL-00076","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-031","MRD-8X","COASTAL","Coastal Survey Base","1","8/10/2024 12:00:00 AM","9/30/2024 12:00:00 AM","Failure","51","16","33","23.0334","29.1208","1.2643","300.0","300.0","1.40","7.68","9.71","1","0","Unscheduled","9.4"
"1516","GIMBAL-00077","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-031","MRD-8X","COASTAL","Coastal Survey Base","1","9/30/2024 12:00:00 AM","2/26/2026 12:00:00 AM","Scheduled","514","194","451","302.2832","360.9384","1.1940","300.0","300.0","1.40","100.76","120.31","0","1","Scheduled","1.7"
"18","LANDGEAR-00001","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-001","MRD-8X","PORT","Port Logistics Hub","1","5/16/2024 12:00:00 AM","4/4/2025 12:00:00 AM","Failure","323","123","345","201.3327","401.2128","1.9928","250.0","250.0","3.10","80.53","160.49","1","0","Unscheduled","4.4"
"19","LANDGEAR-00002","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-001","MRD-8X","PORT","Port Logistics Hub","1","4/4/2025 12:00:00 AM","3/17/2026 12:00:00 AM","Failure","347","144","372","240.7835","480.8257","1.9969","250.0","250.0","3.10","96.31","192.33","1","0","Unscheduled","3.6"
"74","LANDGEAR-00004","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-002","MRD-8X","HIGHLND","Highland Operations","1","1/12/2024 12:00:00 AM","6/21/2024 12:00:00 AM","Failure","161","61","111","99.4165","211.1564","2.1240","250.0","250.0","3.10","39.77","84.46","1","0","Unscheduled","5.7"
"75","LANDGEAR-00005","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-002","MRD-8X","HIGHLND","Highland Operations","1","6/21/2024 12:00:00 AM","5/6/2025 12:00:00 AM","Failure","319","121","206","210.8330","455.6964","2.1614","250.0","250.0","3.10","84.33","182.28","1","0","Unscheduled","4.4"
"76","LANDGEAR-00006","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-002","MRD-8X","HIGHLND","Highland Operations","1","5/6/2025 12:00:00 AM","3/7/2026 12:00:00 AM","Failure","305","120","227","208.1332","446.7490","2.1465","250.0","250.0","3.10","83.25","178.70","1","0","Unscheduled","7.3"
"129","LANDGEAR-00008","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-003","MRD-12H","PORT","Port Logistics Hub","1","3/3/2024 12:00:00 AM","8/15/2024 12:00:00 AM","Failure","165","65","178","107.4166","210.9206","1.9636","250.0","250.0","3.10","42.97","84.37","1","0","Unscheduled","4.0"
"130","LANDGEAR-00009","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-003","MRD-12H","PORT","Port Logistics Hub","1","8/15/2024 12:00:00 AM","8/14/2025 12:00:00 AM","Scheduled","364","148","355","253.2660","487.6669","1.9255","250.0","250.0","3.10","101.31","195.07","0","1","Scheduled","2.1"
"131","LANDGEAR-00010","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-003","MRD-12H","PORT","Port Logistics Hub","1","8/14/2025 12:00:00 AM","9/21/2025 12:00:00 AM","AirframeRetired","38","17","44","31.3998","64.2182","2.0452","250.0","250.0","3.10","12.56","25.69","0","1","Inspection","1.1"
"170","LANDGEAR-00011","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-004","MRD-12H","COASTAL","Coastal Survey Base","1","6/3/2024 12:00:00 AM","6/6/2025 12:00:00 AM","Scheduled","368","163","365","251.7502","292.7680","1.1629","250.0","250.0","3.10","100.70","117.11","0","1","Scheduled","1.7"
"171","LANDGEAR-00012","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-004","MRD-12H","COASTAL","Coastal Survey Base","1","6/6/2025 12:00:00 AM","6/27/2026 12:00:00 AM","Scheduled","386","167","342","252.6332","293.1928","1.1605","250.0","250.0","3.10","101.05","117.28","0","1","Scheduled","2.7"
"219","LANDGEAR-00014","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-005","MRD-8X","PORT","Port Logistics Hub","1","3/9/2024 12:00:00 AM","1/9/2025 12:00:00 AM","Failure","306","119","302","190.4663","372.9005","1.9578","250.0","250.0","3.10","76.19","149.16","1","0","Unscheduled","5.5"
"220","LANDGEAR-00015","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-005","MRD-8X","PORT","Port Logistics Hub","1","1/9/2025 12:00:00 AM","1/16/2026 12:00:00 AM","Scheduled","372","143","339","252.3999","503.6747","1.9955","250.0","250.0","3.10","100.96","201.47","0","1","Scheduled","2.6"
"277","LANDGEAR-00017","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","1","2/10/2024 12:00:00 AM","4/24/2025 12:00:00 AM","Scheduled","439","173","358","253.8666","291.0329","1.1464","250.0","250.0","3.10","101.55","116.41","0","1","Scheduled","2.6"
"278","LANDGEAR-00018","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","1","4/24/2025 12:00:00 AM","6/30/2026 12:00:00 AM","Scheduled","432","163","363","250.5164","302.2815","1.2066","250.0","250.0","3.10","100.21","120.91","0","1","Scheduled","1.2"
"322","LANDGEAR-00020","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-007","MRD-12H","ACADEMY","Training Academy","1","5/10/2024 12:00:00 AM","2/16/2026 12:00:00 AM","Scheduled","647","254","2040","250.2664","469.5079","1.8760","250.0","250.0","3.10","100.11","187.80","0","1","Scheduled","1.5"
"362","LANDGEAR-00022","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-008","MRD-12H","HIGHLND","Highland Operations","1","3/16/2024 12:00:00 AM","10/16/2024 12:00:00 AM","Failure","214","80","165","133.5333","291.3831","2.1821","250.0","250.0","3.10","53.41","116.55","1","0","Unscheduled","6.6"
"363","LANDGEAR-00023","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-008","MRD-12H","HIGHLND","Highland Operations","1","10/16/2024 12:00:00 AM","10/9/2025 12:00:00 AM","Failure","358","132","237","223.3501","487.6331","2.1833","250.0","250.0","3.10","89.34","195.05","1","0","Unscheduled","5.3"
"364","LANDGEAR-00024","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-008","MRD-12H","HIGHLND","Highland Operations","1","10/9/2025 12:00:00 AM","4/22/2026 12:00:00 AM","Failure","195","73","146","127.6166","271.6031","2.1283","250.0","250.0","3.10","51.05","108.64","1","0","Unscheduled","6.6"
"421","LANDGEAR-00026","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","1","1/13/2024 12:00:00 AM","1/25/2025 12:00:00 AM","Scheduled","378","161","323","251.1662","291.2229","1.1595","250.0","250.0","3.10","100.47","116.49","0","1","Scheduled","2.7"
"422","LANDGEAR-00027","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","1","1/25/2025 12:00:00 AM","3/3/2026 12:00:00 AM","Scheduled","402","171","365","250.8163","282.2539","1.1253","250.0","250.0","3.10","100.33","112.90","0","1","Scheduled","0.9"
"474","LANDGEAR-00029","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","1","4/9/2024 12:00:00 AM","6/28/2025 12:00:00 AM","Scheduled","445","161","296","253.6330","285.1009","1.1241","250.0","250.0","3.10","101.45","114.04","0","1","Scheduled","2.8"
"475","LANDGEAR-00030","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","1","6/28/2025 12:00:00 AM","9/8/2026 12:00:00 AM","Scheduled","437","158","312","250.7004","279.7903","1.1160","250.0","250.0","3.10","100.28","111.92","0","1","Scheduled","1.3"
"522","LANDGEAR-00032","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-011","MRD-12H","HIGHLND","Highland Operations","1","5/24/2024 12:00:00 AM","7/7/2025 12:00:00 AM","Scheduled","409","151","300","252.4337","554.9291","2.1983","250.0","250.0","3.10","100.97","221.97","0","1","Scheduled","1.6"
"523","LANDGEAR-00033","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-011","MRD-12H","HIGHLND","Highland Operations","1","7/7/2025 12:00:00 AM","7/28/2026 12:00:00 AM","Scheduled","386","144","280","250.3004","534.6247","2.1359","250.0","250.0","3.10","100.12","213.85","0","1","Scheduled","2.2"
