"InvoiceNo","CustomerID","CustomerName","Segment","Region","SalesRep","RiskTier","CreditLimit","CollectorID","CollectorName","Team","TermsCode","NetDays","DiscountPct","InvoiceDate","DueDate","InvoiceAmount","PaidToDate","DiscountToDate","CreditMemoToDate","WriteOffToDate","OpenBalance","OverAppliedAmount","IsOpen","IsPastDue","DaysPastDue","BucketKey","BucketName","RiskWeight","IsDisputedOpen","DisputeReason"
"INV-025854","C0180","Titan Contracting","Contractor","Southwest","Kevin Ames","Low","25000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-09-23","2025-11-22","2126.20","0.00","0.00","0.00","0.00","2126.20","0.00","1","1","39","3","31-60","0.50","0",""
"INV-025868","C0306","Apex Builders - Southwest 3","Contractor","Southwest","Rosa Delgado","Low","90000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-09-23","2025-11-22","6533.80","3920.28","0.00","0.00","0.00","2613.52","0.00","1","1","39","3","31-60","0.50","0",""
"INV-025871","C0329","Northfield School District - Midwest","Institutional","Midwest","Hana Sato","Low","230000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-09-23","2025-12-22","1419.84","0.00","0.00","0.00","0.00","1419.84","0.00","1","1","9","2","1-30","0.25","0",""
"INV-025875","C0351","Ironbridge Components","OEM Manufacturer","Midwest","Hana Sato","High","450000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-09-23","2025-11-07","7056.36","0.00","0.00","0.00","0.00","7056.36","0.00","1","1","54","3","31-60","0.50","0",""
"INV-025897","C0063","Oakmont Medical Center","Institutional","Midwest","Hana Sato","Low","210000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-09-24","2025-12-23","1788.40","0.00","0.00","0.00","0.00","1788.40","0.00","1","1","8","2","1-30","0.25","0",""
"INV-025903","C0094","Bluewater Industries - Southeast","OEM Manufacturer","Southeast","Dana Whitfield","Low","535000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-09-24","2025-11-08","3451.67","0.00","0.00","0.00","0.00","3451.67","0.00","1","1","53","3","31-60","0.50","0",""
"INV-025905","C0100","Stonegate University Facilities - Southeast","Institutional","Southeast","Dana Whitfield","Low","215000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-09-24","2025-12-23","1056.16","0.00","0.00","0.00","0.00","1056.16","0.00","1","1","8","2","1-30","0.25","0",""
"INV-025931","C0279","Ironbridge Medical Center - Northeast","Institutional","Northeast","Nadia Farouk","Low","155000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-09-24","2025-12-23","9182.14","0.00","0.00","0.00","0.00","9182.14","0.00","1","1","8","2","1-30","0.25","0",""
"INV-025941","C0329","Northfield School District - Midwest","Institutional","Midwest","Hana Sato","Low","230000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-09-24","2025-12-23","4835.31","0.00","0.00","1208.83","0.00","3626.48","0.00","1","1","8","2","1-30","0.25","0","Pricing"
"INV-025944","C0351","Ironbridge Components","OEM Manufacturer","Midwest","Hana Sato","High","450000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-09-24","2025-11-08","12356.00","0.00","0.00","0.00","0.00","12356.00","0.00","1","1","53","3","31-60","0.50","0",""
"INV-025948","C0386","Bluewater Electric","Contractor","West","Maya Brennan","High","100000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-09-24","2025-11-23","3090.81","0.00","0.00","0.00","0.00","3090.81","0.00","1","1","38","3","31-60","0.50","0",""
"INV-025956","C0063","Oakmont Medical Center","Institutional","Midwest","Hana Sato","Low","210000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-09-25","2025-12-24","1055.34","0.00","0.00","0.00","0.00","1055.34","0.00","1","1","7","2","1-30","0.25","0",""
"INV-025959","C0079","Cedar Ridge Machine Works","OEM Manufacturer","West","Owen Price","Low","555000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-09-25","2025-11-24","10004.97","6002.98","0.00","0.00","0.00","4001.99","0.00","1","1","37","3","31-60","0.50","0",""
"INV-025968","C0132","Keystone Contracting","Contractor","West","Maya Brennan","High","105000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-09-25","2025-11-24","2305.33","0.00","0.00","0.00","0.00","2305.33","0.00","1","1","37","3","31-60","0.50","0",""
"INV-025981","C0231","Silverline Components - Northeast","OEM Manufacturer","Northeast","Adrian Cole","Medium","305000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-09-25","2025-11-24","6751.98","4051.19","0.00","0.00","0.00","2700.79","0.00","1","1","37","3","31-60","0.50","0",""
"INV-025992","C0302","Crestview Contracting - Northeast 3","Contractor","Northeast","Nadia Farouk","High","125000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-09-25","2025-10-25","1356.15","0.00","0.00","0.00","0.00","1356.15","0.00","1","1","67","4","61-90","0.75","0",""
"INV-026006","C0025","Oakmont County Facilities","Institutional","West","Owen Price","Low","65000.00","COL-03","Elena Ruiz","Commercial","NET90","90","0.00","2025-09-26","2025-12-25","1228.27","0.00","0.00","0.00","0.00","1228.27","0.00","1","1","6","2","1-30","0.25","0",""
"INV-026022","C0135","Oakmont Medical Center - Midwest","Institutional","Midwest","Hana Sato","Low","155000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-09-26","2025-12-25","1612.17","0.00","0.00","0.00","0.00","1612.17","0.00","1","1","6","2","1-30","0.25","0",""
"INV-026025","C0145","Crestview Medical Center","Institutional","West","Maya Brennan","Low","120000.00","COL-04","Tomas Okafor","Commercial","NET90","90","0.00","2025-09-26","2025-12-25","3947.92","0.00","0.00","0.00","0.00","3947.92","0.00","1","1","6","2","1-30","0.25","0",""
"INV-026034","C0208","Keystone University Facilities","Institutional","Southwest","Rosa Delgado","Low","95000.00","COL-04","Tomas Okafor","Commercial","NET90","90","0.00","2025-09-26","2025-12-25","6497.77","0.00","0.00","0.00","0.00","6497.77","0.00","1","1","6","2","1-30","0.25","0",""
"INV-026036","C0216","Bluewater Construction - West","Contractor","West","Maya Brennan","Medium","40000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-09-26","2025-11-25","1215.62","729.37","0.00","0.00","0.00","486.25","0.00","1","1","36","3","31-60","0.50","0",""
"INV-026056","C0329","Northfield School District - Midwest","Institutional","Midwest","Hana Sato","Low","230000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-09-26","2025-12-25","3195.62","0.00","0.00","0.00","0.00","3195.62","0.00","1","1","6","2","1-30","0.25","0",""
"INV-026062","C0366","Westbrook Industries - West","OEM Manufacturer","West","Owen Price","Medium","320000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-09-26","2025-11-25","3418.38","0.00","0.00","0.00","0.00","3418.38","0.00","1","1","36","3","31-60","0.50","0",""
"INV-026063","C0371","Pioneer Water Authority","Institutional","Southeast","Luis Moreno","Low","205000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-09-26","2025-12-25","1311.99","0.00","0.00","0.00","0.00","1311.99","0.00","1","1","6","2","1-30","0.25","0",""
"INV-026067","C0005","Lakeshore Medical Center","Institutional","West","Owen Price","Low","195000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-09-29","2025-12-28","1240.28","0.00","0.00","0.00","0.00","1240.28","0.00","1","1","3","2","1-30","0.25","0",""
"INV-026074","C0031","Stonegate Machine Works","OEM Manufacturer","Northeast","Adrian Cole","Low","515000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-09-29","2025-11-28","15069.94","0.00","0.00","0.00","0.00","15069.94","0.00","1","1","33","3","31-60","0.50","0",""
"INV-026081","C0064","Frontier University Facilities","Institutional","West","Maya Brennan","Low","110000.00","COL-03","Elena Ruiz","Commercial","NET90","90","0.00","2025-09-29","2025-12-28","3299.33","0.00","0.00","0.00","0.00","3299.33","0.00","1","1","3","2","1-30","0.25","0",""
"INV-026095","C0122","Frontier Fabrication - Northeast","OEM Manufacturer","Northeast","Adrian Cole","Low","435000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-09-29","2025-11-13","2085.22","1251.13","0.00","0.00","0.00","834.09","0.00","1","1","48","3","31-60","0.50","0",""
"INV-026114","C0254","Pioneer Medical Center - West","Institutional","West","Owen Price","Low","95000.00","COL-03","Elena Ruiz","Commercial","NET90","90","0.00","2025-09-29","2025-12-28","10466.03","0.00","0.00","0.00","0.00","10466.03","0.00","1","1","3","2","1-30","0.25","0",""
"INV-026115","C0255","Riverbend Fabrication","OEM Manufacturer","Southwest","Rosa Delgado","Low","245000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-09-29","2025-11-28","5677.83","0.00","0.00","0.00","0.00","5677.83","0.00","1","1","33","3","31-60","0.50","0",""
"INV-026120","C0302","Crestview Contracting - Northeast 3","Contractor","Northeast","Nadia Farouk","High","125000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-09-29","2025-10-29","8147.81","0.00","0.00","0.00","0.00","8147.81","0.00","1","1","63","4","61-90","0.75","0",""
"INV-026132","C0377","Northfield Machine Works","OEM Manufacturer","West","Owen Price","High","160000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-09-29","2025-11-28","5419.85","0.00","0.00","0.00","0.00","5419.85","0.00","1","1","33","3","31-60","0.50","0",""
"INV-026135","C0399","Riverbend Electric - West 5","Contractor","West","Maya Brennan","Medium","110000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-09-29","2025-11-28","805.15","483.09","0.00","0.00","0.00","322.06","0.00","1","1","33","3","31-60","0.50","0",""
"INV-026148","C0059","Apex Mechanical","Contractor","Midwest","Ben Kowalczyk","High","150000.00","COL-02","Marcus Bell","Strategic Accounts","NET30","30","0.00","2025-09-30","2025-10-30","2813.20","0.00","0.00","0.00","0.00","2813.20","0.00","1","1","62","4","61-90","0.75","0",""
"INV-026160","C0118","Granite MRO Services","MRO Reseller","Southeast","Dana Whitfield","Low","60000.00","COL-05","Grace Lindqvist","Small Business","2/10NET30","30","2.00","2025-09-30","2025-10-30","824.24","0.00","0.00","0.00","0.00","824.24","0.00","1","1","62","4","61-90","0.75","1","Pricing"
"INV-026163","C0129","Northfield Builders","Contractor","Northeast","Adrian Cole","Medium","115000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-09-30","2025-10-30","5244.45","0.00","0.00","1206.22","0.00","4038.23","0.00","1","1","62","4","61-90","0.75","0","Damaged Goods"
"INV-026169","C0164","Lakeshore Fabrication","OEM Manufacturer","Southwest","Rosa Delgado","Medium","240000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-09-30","2025-11-14","2211.83","0.00","0.00","0.00","0.00","2211.83","0.00","1","1","47","3","31-60","0.50","0",""
"INV-026193","C0287","Redline University Facilities - Southwest 4","Institutional","Southwest","Kevin Ames","Low","155000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-09-30","2025-12-29","1872.16","0.00","0.00","0.00","0.00","1872.16","0.00","1","1","2","2","1-30","0.25","0",""
"INV-026195","C0302","Crestview Contracting - Northeast 3","Contractor","Northeast","Nadia Farouk","High","125000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-09-30","2025-10-30","5225.67","0.00","0.00","0.00","0.00","5225.67","0.00","1","1","62","4","61-90","0.75","0",""
"INV-026205","C0356","Stonegate University Facilities - Midwest 3","Institutional","Midwest","Ben Kowalczyk","Low","145000.00","COL-03","Elena Ruiz","Commercial","NET90","90","0.00","2025-09-30","2025-12-29","3961.04","0.00","0.00","0.00","0.00","3961.04","0.00","1","1","2","2","1-30","0.25","0",""
"INV-026210","C0005","Lakeshore Medical Center","Institutional","West","Owen Price","Low","195000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-10-01","2025-12-30","5721.77","0.00","0.00","0.00","0.00","5721.77","0.00","1","1","1","2","1-30","0.25","0",""
"INV-026229","C0135","Oakmont Medical Center - Midwest","Institutional","Midwest","Hana Sato","Low","155000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-10-01","2025-12-30","1064.33","0.00","0.00","0.00","0.00","1064.33","0.00","1","1","1","2","1-30","0.25","0",""
"INV-026230","C0139","Harbor Machine Works","OEM Manufacturer","Midwest","Ben Kowalczyk","Medium","570000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-10-01","2025-11-15","3983.18","2389.91","0.00","0.00","0.00","1593.27","0.00","1","1","46","3","31-60","0.50","0",""
"INV-026235","C0164","Lakeshore Fabrication","OEM Manufacturer","Southwest","Rosa Delgado","Medium","240000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-10-01","2025-11-15","5675.19","0.00","0.00","0.00","0.00","5675.19","0.00","1","1","46","3","31-60","0.50","0",""
"INV-026244","C0234","Redline University Facilities - Midwest 3","Institutional","Midwest","Ben Kowalczyk","Low","145000.00","COL-04","Tomas Okafor","Commercial","NET90","90","0.00","2025-10-01","2025-12-30","9901.96","0.00","0.00","0.00","0.00","9901.96","0.00","1","1","1","2","1-30","0.25","0",""
"INV-026248","C0279","Ironbridge Medical Center - Northeast","Institutional","Northeast","Nadia Farouk","Low","155000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-10-01","2025-12-30","3334.98","0.00","0.00","0.00","0.00","3334.98","0.00","1","1","1","2","1-30","0.25","0",""
"INV-026255","C0329","Northfield School District - Midwest","Institutional","Midwest","Hana Sato","Low","230000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-10-01","2025-12-30","2169.71","0.00","0.00","0.00","0.00","2169.71","0.00","1","1","1","2","1-30","0.25","0",""
"INV-026261","C0360","Bluewater Medical Center - Northeast","Institutional","Northeast","Nadia Farouk","Medium","160000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-10-01","2025-12-30","8463.43","0.00","0.00","0.00","0.00","8463.43","0.00","1","1","1","2","1-30","0.25","0",""
"INV-026262","C0366","Westbrook Industries - West","OEM Manufacturer","West","Owen Price","Medium","320000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-01","2025-11-30","1669.95","0.00","0.00","0.00","0.00","1669.95","0.00","1","1","31","3","31-60","0.50","0",""
"INV-026263","C0369","Lakeshore Components","OEM Manufacturer","Midwest","Hana Sato","High","545000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-01","2025-11-30","15782.24","0.00","0.00","0.00","0.00","15782.24","0.00","1","1","31","3","31-60","0.50","0",""
"INV-026274","C0031","Stonegate Machine Works","OEM Manufacturer","Northeast","Adrian Cole","Low","515000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-02","2025-12-01","9348.84","0.00","0.00","0.00","0.00","9348.84","0.00","1","1","30","2","1-30","0.25","0","PO Mismatch"
"INV-026277","C0063","Oakmont Medical Center","Institutional","Midwest","Hana Sato","Low","210000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-10-02","2025-12-31","11144.61","0.00","0.00","0.00","0.00","11144.61","0.00","1","0","0","1","Current","0.00","0",""
"INV-026280","C0094","Bluewater Industries - Southeast","OEM Manufacturer","Southeast","Dana Whitfield","Low","535000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-10-02","2025-11-16","7379.90","0.00","0.00","516.59","0.00","6863.31","0.00","1","1","45","3","31-60","0.50","0","Damaged Goods"
"INV-026296","C0219","Titan Construction - Southwest 3","Contractor","Southwest","Rosa Delgado","Low","115000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-10-02","2025-12-01","6397.83","0.00","0.00","0.00","0.00","6397.83","0.00","1","1","30","2","1-30","0.25","0",""
"INV-026305","C0312","Pioneer University Facilities - Southeast","Institutional","Southeast","Dana Whitfield","Low","190000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-10-02","2025-12-31","5205.93","0.00","0.00","0.00","0.00","5205.93","0.00","1","0","0","1","Current","0.00","0",""
"INV-026317","C0382","Summit Machine Works","OEM Manufacturer","Southwest","Kevin Ames","Low","240000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-02","2025-12-01","2067.62","1240.57","0.00","0.00","0.00","827.05","0.00","1","1","30","2","1-30","0.25","0",""
"INV-026322","C0036","Harbor Builders - West","Contractor","West","Owen Price","Low","145000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-10-03","2025-12-02","1549.15","929.49","0.00","0.00","0.00","619.66","0.00","1","1","29","2","1-30","0.25","0",""
"INV-026325","C0059","Apex Mechanical","Contractor","Midwest","Ben Kowalczyk","High","150000.00","COL-02","Marcus Bell","Strategic Accounts","NET30","30","0.00","2025-10-03","2025-11-02","3414.96","0.00","0.00","0.00","0.00","3414.96","0.00","1","1","59","3","31-60","0.50","0",""
"INV-026331","C0094","Bluewater Industries - Southeast","OEM Manufacturer","Southeast","Dana Whitfield","Low","535000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-10-03","2025-11-17","4923.43","0.00","0.00","0.00","0.00","4923.43","0.00","1","1","44","3","31-60","0.50","0",""
"INV-026332","C0099","Northfield Water Authority","Institutional","Northeast","Nadia Farouk","Low","165000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-10-03","2025-12-02","1050.31","630.19","0.00","0.00","0.00","420.12","0.00","1","1","29","2","1-30","0.25","0",""
"INV-026341","C0135","Oakmont Medical Center - Midwest","Institutional","Midwest","Hana Sato","Low","155000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-10-03","2026-01-01","6761.59","0.00","0.00","0.00","0.00","6761.59","0.00","1","0","-1","1","Current","0.00","0",""
"INV-026350","C0156","Frontier County Facilities","Institutional","West","Owen Price","Low","135000.00","COL-03","Elena Ruiz","Commercial","NET90","90","0.00","2025-10-03","2026-01-01","8466.36","0.00","0.00","1693.27","0.00","6773.09","0.00","1","0","-1","1","Current","0.00","0","Pricing"
"INV-026355","C0201","Titan Machine Works","OEM Manufacturer","Southwest","Kevin Ames","Low","525000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-10-03","2025-11-17","12183.66","7310.20","0.00","0.00","0.00","4873.46","0.00","1","1","44","3","31-60","0.50","0",""
"INV-026376","C0351","Ironbridge Components","OEM Manufacturer","Midwest","Hana Sato","High","450000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-10-03","2025-11-17","2873.52","0.00","0.00","0.00","0.00","2873.52","0.00","1","1","44","3","31-60","0.50","0",""
"INV-026377","C0364","Redline Industries - Northeast","OEM Manufacturer","Northeast","Adrian Cole","Low","335000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-10-03","2025-11-17","15891.57","0.00","0.00","0.00","0.00","15891.57","0.00","1","1","44","3","31-60","0.50","0",""
"INV-026387","C0036","Harbor Builders - West","Contractor","West","Owen Price","Low","145000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-10-06","2025-12-05","8434.53","5060.72","0.00","0.00","0.00","3373.81","0.00","1","1","26","2","1-30","0.25","0",""
"INV-026391","C0066","Summit Industries","OEM Manufacturer","Midwest","Ben Kowalczyk","Medium","385000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-06","2025-12-05","5306.79","3184.07","0.00","0.00","0.00","2122.72","0.00","1","1","26","2","1-30","0.25","0",""
"INV-026422","C0229","Pioneer Medical Center","Institutional","Northeast","Nadia Farouk","Low","85000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-10-06","2025-12-05","3035.40","0.00","0.00","0.00","0.00","3035.40","0.00","1","1","26","2","1-30","0.25","0",""
"INV-026423","C0232","Titan Builders - Southwest","Contractor","Southwest","Kevin Ames","High","105000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-10-06","2025-11-05","2069.00","0.00","0.00","0.00","0.00","2069.00","0.00","1","1","56","3","31-60","0.50","0",""
"INV-026425","C0256","Oakmont School District","Institutional","Northeast","Adrian Cole","Medium","100000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-10-06","2025-12-05","5215.52","0.00","0.00","0.00","0.00","5215.52","0.00","1","1","26","2","1-30","0.25","0",""
"INV-026429","C0286","Crestview County Facilities - Southeast","Institutional","Southeast","Luis Moreno","Low","70000.00","COL-03","Elena Ruiz","Commercial","NET90","90","0.00","2025-10-06","2026-01-04","1422.45","0.00","0.00","0.00","0.00","1422.45","0.00","1","0","-4","1","Current","0.00","0",""
"INV-026457","C0132","Keystone Contracting","Contractor","West","Maya Brennan","High","105000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-10-07","2025-12-06","1505.14","0.00","0.00","225.77","0.00","1279.37","0.00","1","1","25","2","1-30","0.25","0","Damaged Goods"
"INV-026463","C0164","Lakeshore Fabrication","OEM Manufacturer","Southwest","Rosa Delgado","Medium","240000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-10-07","2025-11-21","14870.85","0.00","0.00","0.00","0.00","14870.85","0.00","1","1","40","3","31-60","0.50","0",""
"INV-026480","C0271","Riverbend Electric - Midwest 3","Contractor","Midwest","Hana Sato","High","140000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-10-07","2025-11-06","801.57","0.00","0.00","0.00","0.00","801.57","0.00","1","1","55","3","31-60","0.50","0",""
"INV-026493","C0359","Stonegate Fabrication - West","OEM Manufacturer","West","Maya Brennan","High","380000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-07","2025-12-06","16287.82","0.00","0.00","0.00","0.00","16287.82","0.00","1","1","25","2","1-30","0.25","0",""
"INV-026494","C0360","Bluewater Medical Center - Northeast","Institutional","Northeast","Nadia Farouk","Medium","160000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-10-07","2026-01-05","1107.15","0.00","0.00","0.00","0.00","1107.15","0.00","1","0","-5","1","Current","0.00","0",""
"INV-026496","C0370","Cedar Ridge Construction - West 4","Contractor","West","Maya Brennan","Low","85000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-10-07","2025-12-06","6171.13","3702.68","0.00","0.00","0.00","2468.45","0.00","1","1","25","2","1-30","0.25","0",""
"INV-026511","C0088","Westbrook Builders - West","Contractor","West","Maya Brennan","High","145000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-10-08","2025-12-07","948.97","0.00","0.00","0.00","0.00","948.97","0.00","1","1","24","2","1-30","0.25","0",""
"INV-026514","C0095","Stonegate Fabrication","OEM Manufacturer","West","Owen Price","Low","600000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-08","2025-12-07","16123.50","0.00","0.00","0.00","0.00","16123.50","0.00","1","1","24","2","1-30","0.25","1","Duplicate Billing"
"INV-026520","C0145","Crestview Medical Center","Institutional","West","Maya Brennan","Low","120000.00","COL-04","Tomas Okafor","Commercial","NET90","90","0.00","2025-10-08","2026-01-06","5033.95","0.00","0.00","0.00","0.00","5033.95","0.00","1","0","-6","1","Current","0.00","0",""
"INV-026540","C0255","Riverbend Fabrication","OEM Manufacturer","Southwest","Rosa Delgado","Low","245000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-08","2025-12-07","13253.25","0.00","0.00","0.00","0.00","13253.25","0.00","1","1","24","2","1-30","0.25","0",""
"INV-026563","C0375","Harbor Water Authority - Southwest","Institutional","Southwest","Kevin Ames","Low","90000.00","COL-03","Elena Ruiz","Commercial","NET90","90","0.00","2025-10-08","2026-01-06","8716.93","0.00","0.00","0.00","0.00","8716.93","0.00","1","0","-6","1","Current","0.00","0",""
"INV-026576","C0053","Stonegate University Facilities","Institutional","Northeast","Nadia Farouk","Low","130000.00","COL-04","Tomas Okafor","Commercial","NET90","90","0.00","2025-10-09","2026-01-07","4780.68","0.00","0.00","0.00","0.00","4780.68","0.00","1","0","-7","1","Current","0.00","0",""
"INV-026577","C0059","Apex Mechanical","Contractor","Midwest","Ben Kowalczyk","High","150000.00","COL-02","Marcus Bell","Strategic Accounts","NET30","30","0.00","2025-10-09","2025-11-08","8673.55","0.00","0.00","0.00","0.00","8673.55","0.00","1","1","53","3","31-60","0.50","0",""
"INV-026586","C0132","Keystone Contracting","Contractor","West","Maya Brennan","High","105000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-10-09","2025-12-08","2856.13","0.00","0.00","0.00","0.00","2856.13","0.00","1","1","23","2","1-30","0.25","0",""
"INV-026591","C0176","Harbor Machine Works - Southeast","OEM Manufacturer","Southeast","Luis Moreno","Low","315000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-10-09","2025-12-08","2342.64","1405.58","0.00","0.00","0.00","937.06","0.00","1","1","23","2","1-30","0.25","0",""
"INV-026594","C0188","Westbrook Industrial Supply - Southwest","MRO Reseller","Southwest","Rosa Delgado","High","35000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-10-09","2025-11-08","4138.57","2483.14","0.00","0.00","0.00","1655.43","0.00","1","1","53","3","31-60","0.50","0",""
"INV-026603","C0232","Titan Builders - Southwest","Contractor","Southwest","Kevin Ames","High","105000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-10-09","2025-11-08","810.53","0.00","0.00","0.00","0.00","810.53","0.00","1","1","53","3","31-60","0.50","0",""
"INV-026607","C0279","Ironbridge Medical Center - Northeast","Institutional","Northeast","Nadia Farouk","Low","155000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-10-09","2026-01-07","1870.79","0.00","0.00","0.00","0.00","1870.79","0.00","1","0","-7","1","Current","0.00","0",""
"INV-026615","C0351","Ironbridge Components","OEM Manufacturer","Midwest","Hana Sato","High","450000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-10-09","2025-11-23","4058.36","0.00","0.00","0.00","0.00","4058.36","0.00","1","1","38","3","31-60","0.50","0",""
"INV-026616","C0360","Bluewater Medical Center - Northeast","Institutional","Northeast","Nadia Farouk","Medium","160000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-10-09","2026-01-07","2229.20","0.00","0.00","0.00","0.00","2229.20","0.00","1","0","-7","1","Current","0.00","0",""
"INV-026617","C0364","Redline Industries - Northeast","OEM Manufacturer","Northeast","Adrian Cole","Low","335000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-10-09","2025-11-23","7343.70","0.00","0.00","0.00","0.00","7343.70","0.00","1","1","38","3","31-60","0.50","0",""
"INV-026619","C0386","Bluewater Electric","Contractor","West","Maya Brennan","High","100000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-10-09","2025-12-08","1300.34","0.00","0.00","0.00","0.00","1300.34","0.00","1","1","23","2","1-30","0.25","0",""
"INV-026623","C0005","Lakeshore Medical Center","Institutional","West","Owen Price","Low","195000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-10-10","2026-01-08","3337.35","0.00","0.00","0.00","0.00","3337.35","0.00","1","0","-8","1","Current","0.00","0",""
