"PONumber","PartNumber","PartName","Category","Criticality","QualifiedSupplierCount","QualificationMonths","IsSingleSource","VendorID","VendorName","Country","VendorTier","LumenRevenueSharePct","BuyerID","BuyerName","Team","OrderDate","PromisedDate","OrderYear","OrderYearMonth","OrderQty","UnitPrice","FreightAmount","ExpediteFee","IsExpedited","ExtendedPrice","LandedCost","AgreementNo","ContractedUnitPrice","AgreementsInForce","IsOnContract","PPVAmount","ContractedExtended","QtyReceived","QtyAccepted","QtyRejected","Receipts","IsReceived","AcceptanceRatePct","CostPerAcceptedUnit","RejectedValue","LastReceiptDate","DaysLate","IsOnTime"
"PO-000183","LOM-0028","Optical Coating Module 0028","Optical Coating","Standard","3","5","0","VEN-031","Quantex Technologies","United States","Transactional","14.93","BUY-04","Johan Lindberg","Optics & Coatings","2023-03-30","2023-04-25","2023","2023-03","124","144.1571","458.63","0.00","0","17875.48","18334.11","PA-0000128","144.1571","1","1","0.00","17875.48","124","122","2","1","1","98.39","150.2796","288.31","2023-04-22","-3","1"
"PO-000184","LOM-0029","Precision Mount Component 0029","Precision Mount","Commodity","3","1","0","VEN-016","Spectra Industries","United Kingdom","Preferred","7.82","BUY-05","Priya Raghunathan","Mechanical & Thermal","2023-03-30","2023-04-19","2023","2023-03","77","158.0091","81.63","0.00","0","12166.70","12248.33","PA-0000129","158.0091","1","1","0.00","12166.70","77","76","1","1","1","98.70","161.1622","158.01","2023-04-18","-1","1"
"PO-000185","LOM-0057","Photodetector Module 0057","Photodetector","Standard","1","2","1","VEN-005","Helix Optics GmbH","Switzerland","Strategic","1.75","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-03-30","2023-04-26","2023","2023-03","58","454.9047","566.06","0.00","0","26384.47","26950.53","PA-0000254","454.9047","1","1","0.00","26384.47","58","57","1","1","1","98.28","472.8164","454.90","2023-04-23","-3","1"
"PO-000186","LOM-0139","Lens Assembly Assy 0139","Lens Assembly","Critical","2","10","0","VEN-021","Oribel Industries","Taiwan","Approved","7.24","BUY-04","Johan Lindberg","Optics & Coatings","2023-03-30","2023-05-09","2023","2023-03","52","213.4624","252.01","0.00","0","11100.04","11352.05","PA-0000641","213.4624","1","1","0.00","11100.04","52","51","1","1","1","98.08","222.5893","213.46","2023-05-09","0","1"
"PO-000187","LOM-0004","Optical Coating Module 0004","Optical Coating","Standard","2","2","0","VEN-029","Helix Optics Technologies","Switzerland","Transactional","36.48","BUY-04","Johan Lindberg","Optics & Coatings","2023-03-31","2023-04-30","2023","2023-03","184","76.0924","203.93","0.00","0","14001.00","14204.93","PA-0000013","76.0924","1","1","0.00","14001.00","184","183","1","1","1","99.46","77.6226","76.09","2023-04-30","0","1"
"PO-000188","LOM-0030","Fibre Connector Component 0030","Fibre Connector","Commodity","1","0","1","VEN-013","Lumitek Industries","United States","Preferred","9.15","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-03-31","2023-04-17","2023","2023-03","362","19.4897","180.54","0.00","0","7055.27","7235.81","PA-0000134","20.7137","1","1","-443.09","7498.36","362","358","4","1","1","98.90","20.2118","77.96","2023-04-15","-2","1"
"PO-000189","LOM-0040","Laser Diode Component 0040","Laser Diode","Commodity","3","1","0","VEN-033","Oribel Technologies","Taiwan","Transactional","17.66","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-03-31","2023-04-19","2023","2023-03","71","195.3514","215.86","0.00","0","13869.95","14085.81","PA-0000182","195.3514","1","1","0.00","13869.95","71","70","1","1","1","98.59","201.2258","195.35","2023-04-19","0","1"
"PO-000190","LOM-0052","Optical Coating Module 0052","Optical Coating","Standard","2","4","0","VEN-024","Aperture Technologies","Germany","Approved","18.36","BUY-04","Johan Lindberg","Optics & Coatings","2023-03-31","2023-04-30","2023","2023-03","179","108.2711","191.09","0.00","0","19380.53","19571.62","PA-0000231","108.2711","1","1","0.00","19380.53","179","178","1","1","1","99.44","109.9529","108.27","2023-04-27","-3","1"
"PO-000191","LOM-0061","Precision Mount Module 0061","Precision Mount","Standard","1","2","1","VEN-035","Kestrel Optical Technologies","Switzerland","Transactional","36.86","BUY-06","Tomas Varga","Mechanical & Thermal","2023-03-31","2023-04-24","2023","2023-03","34","208.8011","108.29","0.00","0","7099.24","7207.53","PA-0000271","201.4202","1","1","250.95","6848.29","34","34","0","1","1","100.00","211.9861","0.00","2023-04-23","-1","1"
"PO-000192","LOM-0115","Lens Assembly Module 0115","Lens Assembly","Standard","2","2","0","VEN-032","Meridian Photonics Technologies","Japan","Transactional","28.30","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-03-31","2023-05-02","2023","2023-03","103","223.5653","282.11","0.00","0","23027.23","23309.34","PA-0000530","223.5653","1","1","0.00","23027.23","103","102","1","1","1","99.03","228.5229","223.57","2023-05-04","2","0"
"PO-000193","LOM-0063","Thermal Control Component 0063","Thermal Control","Commodity","3","1","0","VEN-022","Vectra Industries","United Kingdom","Approved","12.65","BUY-05","Priya Raghunathan","Mechanical & Thermal","2023-04-03","2023-04-30","2023","2023-04","133","254.1553","302.15","0.00","0","33802.65","34104.80","PA-0000283","254.1553","1","1","0.00","33802.65","133","132","1","1","1","99.25","258.3697","254.16","2023-04-27","-3","1"
"PO-000194","LOM-0009","Photodetector Module 0009","Photodetector","Standard","3","5","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-02","Rafael Duarte","Optoelectronics","2023-04-04","2023-05-05","2023","2023-04","89","430.4107","414.02","0.00","0","38306.55","38720.57","PA-0000039","430.4107","1","1","0.00","38306.55","89","89","0","1","1","100.00","435.0626","0.00","2023-05-03","-2","1"
"PO-000195","LOM-0024","Laser Diode Module 0024","Laser Diode","Standard","1","2","1","VEN-019","Quantex Industries","United States","Approved","16.00","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-04-04","2023-05-12","2023","2023-04","149","422.3957","1577.68","0.00","0","62936.96","64514.64","PA-0000111","448.4421","1","1","-3880.91","66817.87","149","147","2","1","1","98.66","438.8751","844.79","2023-05-09","-3","1"
"PO-000196","LOM-0025","Photodetector Module 0025","Photodetector","Standard","1","2","1","VEN-011","Kestrel Optical GmbH","Switzerland","Preferred","3.73","BUY-02","Rafael Duarte","Optoelectronics","2023-04-04","2023-05-08","2023","2023-04","114","104.4832","142.67","0.00","0","11911.08","12053.75","PA-0000114","104.4832","1","1","0.00","11911.08","114","113","1","1","1","99.12","106.6704","104.48","2023-05-08","0","1"
"PO-000197","LOM-0054","Fibre Connector Component 0054","Fibre Connector","Commodity","3","1","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-04","2023-04-29","2023","2023-04","793","28.7181","283.73","0.00","0","22773.45","23057.18","PA-0000241","28.7181","1","1","0.00","22773.45","793","786","7","1","1","99.12","29.3348","201.03","2023-05-08","9","0"
"PO-000198","LOM-0073","Photodetector Component 0073","Photodetector","Commodity","2","0","0","VEN-019","Quantex Industries","United States","Approved","16.00","BUY-02","Rafael Duarte","Optoelectronics","2023-04-04","2023-04-27","2023","2023-04","101","146.5396","338.59","0.00","0","14800.50","15139.09","PA-0000332","146.5396","1","1","0.00","14800.50","101","101","0","1","1","100.00","149.8920","0.00","2023-05-01","4","0"
"PO-000199","LOM-0094","Fibre Connector Module 0094","Fibre Connector","Standard","3","5","0","VEN-014","Photonica Industries","Japan","Preferred","4.81","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-04","2023-05-07","2023","2023-04","719","24.6179","350.87","0.00","0","17700.27","18051.14","PA-0000428","24.6179","1","1","0.00","17700.27","719","708","11","1","1","98.47","25.4960","270.80","2023-05-07","0","1"
"PO-000200","LOM-0099","Lens Assembly Module 0099","Lens Assembly","Standard","3","4","0","VEN-006","Northlight GmbH","Germany","Strategic","4.77","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-04","2023-05-03","2023","2023-04","74","107.2827","94.63","0.00","0","7938.92","8033.55","PA-0000446","107.2827","1","1","0.00","7938.92","74","73","1","1","1","98.65","110.0486","107.28","2023-05-02","-1","1"
"PO-000201","LOM-0120","Laser Diode Component 0120","Laser Diode","Commodity","3","0","0","VEN-016","Spectra Industries","United Kingdom","Preferred","7.82","BUY-02","Rafael Duarte","Optoelectronics","2023-04-04","2023-04-30","2023","2023-04","121","1008.4116","875.52","0.00","0","122017.80","122893.32","PA-0000550","1008.4116","1","1","0.00","122017.80","121","120","1","1","1","99.17","1024.1110","1008.41","2023-04-27","-3","1"
"PO-000202","LOM-0006","Fibre Connector Component 0006","Fibre Connector","Commodity","2","0","0","VEN-001","Lumitek GmbH","United States","Strategic","1.37","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-05","2023-05-03","2023","2023-04","908","15.8481","134.21","0.00","0","14390.07","14524.28","PA-0000022","15.8481","1","1","0.00","14390.07","908","902","6","1","1","99.34","16.1023","95.09","2023-05-03","0","1"
"PO-000203","LOM-0038","Fibre Connector Component 0038","Fibre Connector","Commodity","3","1","0","VEN-013","Lumitek Industries","United States","Preferred","9.15","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-05","2023-05-02","2023","2023-04","888","8.7274","129.97","0.00","0","7749.93","7879.90","PA-0000169","8.7274","1","1","0.00","7749.93","888","885","3","1","1","99.66","8.9038","26.18","2023-05-01","-1","1"
"PO-000204","LOM-0039","Thermal Control Component 0039","Thermal Control","Commodity","3","1","0","VEN-016","Spectra Industries","United Kingdom","Preferred","7.82","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-05","2023-04-22","2023","2023-04","53","233.5516","163.08","0.00","0","12378.23","12541.31","","","0","0","","","53","53","0","1","1","100.00","236.6286","0.00","2023-04-19","-3","1"
"PO-000205","LOM-0044","Optical Coating Assy 0044","Optical Coating","Critical","3","11","0","VEN-006","Northlight GmbH","Germany","Strategic","4.77","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-05","2023-05-25","2023","2023-04","259","110.1158","526.70","0.00","0","28519.99","29046.69","PA-0000194","110.1158","1","1","0.00","28519.99","259","256","3","1","1","98.84","113.4636","330.35","2023-05-25","0","1"
"PO-000206","LOM-0066","Optical Fibre Assy 0066","Optical Fibre","Critical","3","11","0","VEN-017","Helix Optics Industries","Switzerland","Approved","10.21","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-05","2023-05-25","2023","2023-04","1711","25.0522","554.02","0.00","0","42864.31","43418.33","PA-0000297","25.0522","1","1","0.00","42864.31","1711","1693","18","1","1","98.95","25.6458","450.94","2023-05-25","0","1"
"PO-000207","LOM-0071","Thermal Control Component 0071","Thermal Control","Commodity","3","1","0","VEN-005","Helix Optics GmbH","Switzerland","Strategic","1.75","BUY-05","Priya Raghunathan","Mechanical & Thermal","2023-04-05","2023-04-27","2023","2023-04","88","79.9559","51.35","0.00","0","7036.12","7087.47","PA-0000319","79.9559","1","1","0.00","7036.12","88","87","1","1","1","98.86","81.4652","79.96","2023-04-26","-1","1"
"PO-000208","LOM-0092","Optical Coating Component 0092","Optical Coating","Commodity","3","0","0","VEN-008","Meridian Photonics GmbH","Japan","Preferred","5.01","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-05","2023-04-19","2023","2023-04","82","63.1406","51.75","0.00","0","5177.53","5229.28","PA-0000416","63.1406","1","1","0.00","5177.53","82","80","2","1","1","97.56","65.3660","126.28","2023-04-16","-3","1"
"PO-000209","LOM-0025","Photodetector Module 0025","Photodetector","Standard","1","2","1","VEN-011","Kestrel Optical GmbH","Switzerland","Preferred","3.73","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-04-06","2023-05-06","2023","2023-04","87","104.4832","87.96","0.00","0","9090.04","9178.00","PA-0000114","104.4832","1","1","0.00","9090.04","87","87","0","1","1","100.00","105.4942","0.00","2023-05-06","0","1"
"PO-000210","LOM-0058","Optical Fibre Module 0058","Optical Fibre","Standard","3","4","0","VEN-023","Kestrel Optical Industries","Switzerland","Approved","6.75","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-06","2023-05-02","2023","2023-04","778","55.5447","290.50","0.00","0","43213.78","43504.28","PA-0000259","55.5447","1","1","0.00","43213.78","778","772","6","1","1","99.23","56.3527","333.27","2023-05-02","0","1"
"PO-000211","LOM-0062","Fibre Connector Module 0062","Fibre Connector","Standard","2","3","0","VEN-034","Vectra Technologies","United Kingdom","Transactional","34.49","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-06","2023-04-30","2023","2023-04","252","10.6486","64.16","0.00","0","2683.45","2747.61","PA-0000277","10.6486","1","1","0.00","2683.45","252","251","1","1","1","99.60","10.9466","10.65","2023-05-04","4","0"
"PO-000212","LOM-0079","Thermal Control Module 0079","Thermal Control","Standard","1","2","1","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-06","2023-05-11","2023","2023-04","126","153.8561","237.40","0.00","0","19385.87","19623.27","PA-0000358","153.8561","1","1","0.00","19385.87","126","126","0","1","1","100.00","155.7402","0.00","2023-05-11","0","1"
"PO-000213","LOM-0095","Thermal Control Component 0095","Thermal Control","Commodity","1","0","1","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-05","Priya Raghunathan","Mechanical & Thermal","2023-04-06","2023-04-28","2023","2023-04","89","194.8669","310.90","0.00","0","17343.15","17654.05","PA-X000004","201.6872","2","1","-607.01","17950.16","89","88","1","1","1","98.88","200.6143","194.87","2023-04-27","-1","1"
"PO-000214","LOM-0043","Lens Assembly Module 0043","Lens Assembly","Standard","1","2","1","VEN-029","Helix Optics Technologies","Switzerland","Transactional","36.48","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-07","2023-05-07","2023","2023-04","83","296.8149","176.42","0.00","0","24635.64","24812.06","PA-0000192","296.8149","1","1","0.00","24635.64","83","82","1","1","1","98.80","302.5861","296.81","2023-05-08","1","0"
"PO-000215","LOM-0070","Fibre Connector Component 0070","Fibre Connector","Commodity","3","1","0","VEN-007","Quantex GmbH","United States","Preferred","10.21","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-07","2023-04-21","2023","2023-04","239","16.1609","65.52","0.00","0","3862.46","3927.98","PA-0000316","16.1609","1","1","0.00","3862.46","239","237","2","1","1","99.16","16.5737","32.32","2023-04-19","-2","1"
"PO-000216","LOM-0089","Photodetector Assy 0089","Photodetector","Critical","1","8","1","VEN-014","Photonica Industries","Japan","Preferred","4.81","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-04-07","2023-05-19","2023","2023-04","67","247.3183","258.88","0.00","0","16570.33","16829.21","PA-0000403","247.3183","1","1","0.00","16570.33","67","67","0","1","1","100.00","251.1822","0.00","2023-05-22","3","0"
"PO-000217","LOM-0093","Precision Mount Module 0093","Precision Mount","Standard","2","4","0","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-05","Priya Raghunathan","Mechanical & Thermal","2023-04-07","2023-05-02","2023","2023-04","41","95.0857","74.50","0.00","0","3898.51","3973.01","PA-0000421","95.0857","1","1","0.00","3898.51","41","40","1","1","1","97.56","99.3253","95.09","2023-05-01","-1","1"
"PO-000218","LOM-0126","Fibre Connector Module 0126","Fibre Connector","Standard","3","4","0","VEN-007","Quantex GmbH","United States","Preferred","10.21","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-07","2023-05-11","2023","2023-04","780","15.0402","107.54","0.00","0","11731.36","11838.90","PA-0000579","15.0402","1","1","0.00","11731.36","780","777","3","1","1","99.62","15.2367","45.12","2023-05-11","0","1"
"PO-000219","LOM-0127","Thermal Control Assy 0127","Thermal Control","Critical","2","9","0","VEN-011","Kestrel Optical GmbH","Switzerland","Preferred","3.73","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-07","2023-05-17","2023","2023-04","49","151.3162","143.14","0.00","0","7414.49","7557.63","PA-0000587","151.3162","1","1","0.00","7414.49","49","48","1","1","1","97.96","157.4507","151.32","2023-05-17","0","1"
"PO-000220","LOM-0001","Photodetector Assy 0001","Photodetector","Critical","1","7","1","VEN-015","Crystalline Industries","Taiwan","Preferred","3.57","BUY-02","Rafael Duarte","Optoelectronics","2023-04-10","2023-05-24","2023","2023-04","87","355.3296","413.57","0.00","0","30913.68","31327.25","PA-0000001","355.3296","1","1","0.00","30913.68","87","86","1","1","1","98.85","364.2703","355.33","2023-05-24","0","1"
"PO-000221","LOM-0002","Optical Fibre Component 0002","Optical Fibre","Commodity","3","1","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-10","2023-05-03","2023","2023-04","1307","23.2461","670.80","0.00","0","30382.65","31053.45","PA-0000003","23.2461","1","1","0.00","30382.65","1307","1293","14","1","1","98.93","24.0166","325.45","2023-05-02","-1","1"
"PO-000222","LOM-0035","Lens Assembly Assy 0035","Lens Assembly","Critical","1","8","1","VEN-017","Helix Optics Industries","Switzerland","Approved","10.21","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-10","2023-06-01","2023","2023-04","143","144.3868","338.42","0.00","0","20647.31","20985.73","PA-0000155","138.2560","1","1","876.70","19770.61","143","141","2","1","1","98.60","148.8350","288.77","2023-05-29","-3","1"
"PO-000223","LOM-0047","Thermal Control Component 0047","Thermal Control","Commodity","2","0","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-10","2023-05-08","2023","2023-04","134","221.7389","768.50","0.00","0","29713.01","30481.51","PA-0000209","221.7389","1","1","0.00","29713.01","134","132","2","1","1","98.51","230.9206","443.48","2023-05-07","-1","1"
"PO-000224","LOM-0100","Optical Coating Module 0100","Optical Coating","Standard","2","3","0","VEN-019","Quantex Industries","United States","Approved","16.00","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-10","2023-05-07","2023","2023-04","136","144.4130","503.72","0.00","0","19640.17","20143.89","PA-0000452","144.4130","1","1","0.00","19640.17","136","135","1","1","1","99.26","149.2140","144.41","2023-05-07","0","1"
"PO-000225","LOM-0107","Lens Assembly Module 0107","Lens Assembly","Standard","2","3","0","VEN-008","Meridian Photonics GmbH","Japan","Preferred","5.01","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-10","2023-05-03","2023","2023-04","29","264.6251","47.85","0.00","0","7674.13","7721.98","PA-0000485","250.0097","1","1","423.85","7250.28","29","29","0","1","1","100.00","266.2751","0.00","2023-05-05","2","0"
"PO-000226","LOM-0139","Lens Assembly Assy 0139","Lens Assembly","Critical","2","10","0","VEN-017","Helix Optics Industries","Switzerland","Approved","10.21","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-10","2023-05-22","2023","2023-04","68","213.4624","281.44","0.00","0","14515.44","14796.88","PA-0000638","213.4624","1","1","0.00","14515.44","68","67","1","1","1","98.53","220.8490","213.46","2023-05-20","-2","1"
"PO-000227","LOM-0033","Photodetector Module 0033","Photodetector","Standard","1","2","1","VEN-003","Crystalline GmbH","Taiwan","Strategic","3.69","BUY-02","Rafael Duarte","Optoelectronics","2023-04-11","2023-05-06","2023","2023-04","44","229.3486","118.41","0.00","0","10091.34","10209.75","PA-0000149","229.3486","1","1","0.00","10091.34","44","44","0","1","1","100.00","232.0397","0.00","2023-05-03","-3","1"
"PO-000228","LOM-0045","Precision Mount Module 0045","Precision Mount","Standard","2","3","0","VEN-017","Helix Optics Industries","Switzerland","Approved","10.21","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-11","2023-05-14","2023","2023-04","110","215.6098","269.38","0.00","0","23717.08","23986.46","PA-0000202","215.6098","1","1","0.00","23717.08","110","109","1","1","1","99.09","220.0592","215.61","2023-05-23","9","0"
"PO-000229","LOM-0054","Fibre Connector Component 0054","Fibre Connector","Commodity","3","1","0","VEN-001","Lumitek GmbH","United States","Strategic","1.37","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-11","2023-04-29","2023","2023-04","432","28.7181","113.51","376.08","1","12406.22","12895.81","PA-0000238","28.7181","1","1","0.00","12406.22","432","430","2","1","1","99.54","29.9903","57.44","2023-04-27","-2","1"
"PO-000230","LOM-0061","Precision Mount Module 0061","Precision Mount","Standard","1","2","1","VEN-035","Kestrel Optical Technologies","Switzerland","Transactional","36.86","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-11","2023-05-09","2023","2023-04","70","201.4202","338.22","0.00","0","14099.41","14437.63","PA-0000271","201.4202","1","1","0.00","14099.41","70","69","1","1","1","98.57","209.2411","201.42","2023-05-09","0","1"
"PO-000231","LOM-0089","Photodetector Assy 0089","Photodetector","Critical","1","8","1","VEN-014","Photonica Industries","Japan","Preferred","4.81","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-04-11","2023-05-17","2023","2023-04","23","247.3183","36.01","0.00","0","5688.32","5724.33","PA-0000403","247.3183","1","1","0.00","5688.32","23","23","0","1","1","100.00","248.8840","0.00","2023-05-14","-3","1"
"PO-000232","LOM-0093","Precision Mount Module 0093","Precision Mount","Standard","2","4","0","VEN-034","Vectra Technologies","United Kingdom","Transactional","34.49","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-11","2023-05-09","2023","2023-04","68","89.3820","148.90","0.00","0","6077.98","6226.88","PA-0000424","95.0857","1","1","-387.85","6465.83","68","67","1","1","1","98.53","92.9384","89.38","2023-05-07","-2","1"
"PO-000233","LOM-0095","Thermal Control Component 0095","Thermal Control","Commodity","1","0","1","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-11","2023-04-29","2023","2023-04","59","194.8669","292.47","0.00","0","11497.15","11789.62","PA-X000004","201.6872","2","1","-402.40","11899.54","59","58","1","1","1","98.31","203.2693","194.87","2023-04-27","-2","1"
"PO-000234","LOM-0100","Optical Coating Module 0100","Optical Coating","Standard","2","3","0","VEN-019","Quantex Industries","United States","Approved","16.00","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-11","2023-05-18","2023","2023-04","275","144.4130","575.07","0.00","0","39713.58","40288.65","PA-0000452","144.4130","1","1","0.00","39713.58","275","270","5","1","1","98.18","149.2172","722.07","2023-05-18","0","1"
"PO-000235","LOM-0126","Fibre Connector Module 0126","Fibre Connector","Standard","3","4","0","VEN-023","Kestrel Optical Industries","Switzerland","Approved","6.75","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-11","2023-05-06","2023","2023-04","300","15.8411","62.17","0.00","0","4752.33","4814.50","","","0","0","","","300","297","3","1","1","99.00","16.2104","47.52","2023-05-03","-3","1"
"PO-000236","LOM-0131","Lens Assembly Assy 0131","Lens Assembly","Critical","1","6","1","VEN-006","Northlight GmbH","Germany","Strategic","4.77","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-11","2023-05-28","2023","2023-04","110","206.0489","191.91","0.00","0","22665.38","22857.29","PA-0000605","206.0489","1","1","0.00","22665.38","110","108","2","1","1","98.18","211.6416","412.10","2023-05-27","-1","1"
"PO-000237","LOM-0016","Laser Diode Assy 0016","Laser Diode","Critical","1","8","1","VEN-017","Helix Optics Industries","Switzerland","Approved","10.21","BUY-02","Rafael Duarte","Optoelectronics","2023-04-12","2023-05-18","2023","2023-04","25","277.7121","74.29","0.00","0","6942.80","7017.09","PA-0000072","277.7121","1","1","0.00","6942.80","25","25","0","1","1","100.00","280.6837","0.00","2023-05-19","1","0"
"PO-000238","LOM-0062","Fibre Connector Module 0062","Fibre Connector","Standard","2","3","0","VEN-034","Vectra Technologies","United Kingdom","Transactional","34.49","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-12","2023-05-05","2023","2023-04","209","10.6486","21.56","0.00","0","2225.56","2247.12","PA-0000277","10.6486","1","1","0.00","2225.56","209","207","2","1","1","99.04","10.8556","21.30","2023-05-04","-1","1"
"PO-000239","LOM-0067","Lens Assembly Assy 0067","Lens Assembly","Critical","1","6","1","VEN-023","Kestrel Optical Industries","Switzerland","Approved","6.75","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-12","2023-05-19","2023","2023-04","29","349.9393","101.86","0.00","0","10148.24","10250.10","PA-0000303","349.9393","1","1","0.00","10148.24","29","28","1","1","1","96.55","366.0750","349.94","2023-05-16","-3","1"
"PO-000240","LOM-0125","Precision Mount Component 0125","Precision Mount","Commodity","2","0","0","VEN-009","Oribel GmbH","Taiwan","Preferred","9.47","BUY-05","Priya Raghunathan","Mechanical & Thermal","2023-04-12","2023-05-02","2023","2023-04","75","190.5134","300.50","0.00","0","14288.51","14589.01","PA-0000578","202.4723","1","1","-896.92","15185.42","75","74","1","1","1","98.67","197.1487","190.51","2023-05-02","0","1"
"PO-000241","LOM-0132","Optical Coating Assy 0132","Optical Coating","Critical","3","11","0","VEN-005","Helix Optics GmbH","Switzerland","Strategic","1.75","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-12","2023-05-20","2023","2023-04","83","136.1509","278.78","360.14","1","11300.52","11939.44","PA-0000608","144.5126","1","1","-694.02","11994.55","83","83","0","1","1","100.00","143.8487","0.00","2023-05-18","-2","1"
"PO-000242","LOM-0138","Optical Fibre Module 0138","Optical Fibre","Standard","3","4","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-12","2023-05-12","2023","2023-04","1186","37.1436","724.91","0.00","0","44052.31","44777.22","PA-0000635","37.1436","1","1","0.00","44052.31","1186","1173","13","1","1","98.90","38.1732","482.87","2023-05-11","-1","1"
"PO-000243","LOM-0018","Optical Fibre Component 0018","Optical Fibre","Commodity","3","1","0","VEN-031","Quantex Technologies","United States","Transactional","14.93","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-13","2023-05-01","2023","2023-04","864","37.4131","243.88","0.00","0","32324.92","32568.80","PA-0000084","36.2883","1","1","971.83","31353.09","864","858","6","1","1","99.31","37.9590","224.48","2023-05-01","0","1"
"PO-000244","LOM-0030","Fibre Connector Component 0030","Fibre Connector","Commodity","1","0","1","VEN-013","Lumitek Industries","United States","Preferred","9.15","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-13","2023-05-05","2023","2023-04","632","20.7137","295.70","0.00","0","13091.06","13386.76","PA-0000134","20.7137","1","1","0.00","13091.06","632","624","8","1","1","98.73","21.4531","165.71","2023-05-02","-3","1"
"PO-000245","LOM-0036","Optical Coating Module 0036","Optical Coating","Standard","2","4","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-13","2023-05-18","2023","2023-04","242","45.9910","148.88","0.00","0","11129.82","11278.70","PA-0000157","45.9910","1","1","0.00","11129.82","242","238","4","1","1","98.35","47.3895","183.96","2023-05-18","0","1"
"PO-000246","LOM-0135","Thermal Control Component 0135","Thermal Control","Commodity","3","1","0","VEN-015","Crystalline Industries","Taiwan","Preferred","3.57","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-13","2023-05-06","2023","2023-04","100","275.1270","185.91","0.00","0","27512.70","27698.61","PA-0000624","275.1270","1","1","0.00","27512.70","100","98","2","1","1","98.00","282.6389","550.25","2023-05-04","-2","1"
"PO-000247","LOM-0040","Laser Diode Component 0040","Laser Diode","Commodity","3","1","0","VEN-015","Crystalline Industries","Taiwan","Preferred","3.57","BUY-02","Rafael Duarte","Optoelectronics","2023-04-14","2023-05-05","2023","2023-04","84","195.3514","180.19","0.00","0","16409.52","16589.71","PA-0000180","195.3514","1","1","0.00","16409.52","84","84","0","1","1","100.00","197.4965","0.00","2023-05-02","-3","1"
